Address,Prices,Bedroom,Bathroom,Parking,Type
"22 Glenroy Road, 
GLENROY VIC 3046",$385,3,1,1,House
"6 Sycamore Street, 
HAMLYN HEIGHTS VIC 3215",$385,3,1, ,House
"30 Hawthorn Avenue, 
HARKNESS VIC 3337",$385,4,2,2,House
"1/2 Horizon Drive, 
MARIBYRNONG VIC 3032",$385pw/ $1673pcm,1,1,1,Apartment / Unit / Flat
"202/243 Franklin Street, 
MELBOURNE VIC 3000",$385 weekly,1,1, ,Apartment / Unit / Flat
"505/243 Franklin Street, 
MELBOURNE VIC 3000",$385 weekly,1,1, ,Apartment / Unit / Flat
"49/5 Thompson Road, 
PATTERSON LAKES VIC 3197",$385 pw,1,1,1,Apartment / Unit / Flat
"211/8 Porter St, 
PRAHRAN VIC 3181",$385 per week,1,1,2,Apartment / Unit / Flat
"8 Adrian Court, 
ROCKBANK VIC 3335",$385 per week,3,1,2,House
"4/17 Napier Street, 
RYE VIC 3941",$385 pw - Close to all Amenities,2,1,1,Apartment / Unit / Flat
"2/67 Lang Street, 
SOUTH YARRA VIC 3141",$385.00,1,1,1,Apartment / Unit / Flat
"21/83 View Road, 
SPRINGVALE VIC 3171",$385 P/W $1673p/m,2,1,1,Apartment / Unit / Flat
"1/72 Barkly Street, 
ST KILDA VIC 3182",$385,1,1,1,Apartment / Unit / Flat
"2/2 Palm Court, 
ST KILDA EAST VIC 3183",$385 weekly,2,1, ,Apartment / Unit / Flat
"3/26 Raymond Street, 
TOOTGAROOK VIC 3941",$385 pw,2,1,1,Apartment / Unit / Flat
"41 Catherine Avenue, 
TULLAMARINE VIC 3043",$385.00 per week,3,1,2,House
"FLAT 12/110 MURRUMBEENA ROAD, 
MURRUMBEENA VIC 3163",$388,1,1,1,Apartment / Unit / Flat
"107/9 High Street, 
NORTH MELBOURNE VIC 3051",$389 per week,1,1, ,Apartment / Unit / Flat
"295 Main Road West, 
ALBANVALE VIC 3021",$390,3,1,2,House
"1/1 Glinden Avenue, 
ARDEER VIC 3022",$390.00,3,1,1,House
