Address,Prices,Bedroom,Bathroom,Parking,Type
"7/18-30 Grey Street, 
EAST MELBOURNE VIC 3002",$550.00 Per Week,1,1,1,Apartment / Unit / Flat
"Apt 704/9 Eades Street, 
EAST MELBOURNE VIC 3002",$550 per week,1,1,1,Apartment / Unit / Flat
"3/6 Garden Avenue, 
EAST MELBOURNE VIC 3002",$550/week,1,1, ,Apartment / Unit / Flat
"25 Joffre Street, 
EDITHVALE VIC 3196",$550 per week,3,1,1,House
"38 Bayside Avenue, 
EDITHVALE VIC 3196",$550.00,3,1,1,House
"7/157 Brighton Road, 
ELWOOD VIC 3184",$550 Per Week,2,1,1,Apartment / Unit / Flat
"12/56 Tennyson Street, 
ELWOOD VIC 3184",$550.00 per week,3,1,1,Apartment / Unit / Flat
"4/89 Ormond Road, 
ELWOOD VIC 3184",$550 Per Week,1,1,1,Apartment / Unit / Flat
"7/76 Mitford Street, 
ELWOOD VIC 3184",$550 weekly,2,1,1,Apartment / Unit / Flat
"3/2 Hood Street, 
ELWOOD VIC 3184",$550 pw,2,1,1,Apartment / Unit / Flat
"3/31 Selwyn Avenue, 
ELWOOD VIC 3184",$550 pw,2,1,1,Apartment / Unit / Flat
"9 Dundee Court, 
ENDEAVOUR HILLS VIC 3802",$550,3,1,4,House
"5 Starlight Gardens, 
EPPING VIC 3076",$550 pw,3,2,3,House
"6 Shimmer Street, 
EPPING VIC 3076",$550 Per Week / $2390 Per Calendar Month,4,2,2,House
"105 Peppercorn Parade, 
EPPING VIC 3076",$550 PER WEEK,4,1,3,House
"9 Fertile Street, 
EPPING VIC 3076",$550 PER WEEK,4,2,2,House
"13/80-82 Raleigh St, 
ESSENDON VIC 3040",$550.00,2,1,1,Apartment / Unit / Flat
"4/386 Buckley Street, 
ESSENDON VIC 3040",$550pw / $2390pcm,2,2,1,Townhouse
"3/6 Ballater Street, 
ESSENDON VIC 3040",$550pw/$2390pcm,2,1,1,Villa
"4/14 Braemar Street, 
ESSENDON VIC 3040",$550 per week,2,1,1,Villa
