Address,Prices,Bedroom,Bathroom,Parking,Type
"104/545 Rathdowne Street, 
CARLTON VIC 3053",$600.00,2,2,1,Apartment / Unit / Flat
"614/495 Rathdowne Street, 
CARLTON VIC 3053",$595 pw,2,1,1,Apartment / Unit / Flat
"303/123 Pelham Street, 
CARLTON VIC 3053",$600,2,1,1,Apartment / Unit / Flat
"1518/160 Victoria Street, 
CARLTON VIC 3053",$600 Per Week,1,1, ,Apartment / Unit / Flat
"2009/28-44 Bouverie Street, 
CARLTON VIC 3053",$600 per week,2,2, ,Apartment / Unit / Flat
"4101/160 Victoria Street, 
CARLTON VIC 3053",$600 weekly,1,1, ,Apartment / Unit / Flat
"1409/28 Bouverie Street, 
CARLTON VIC 3053",$600 per week,2,2, ,Apartment / Unit / Flat
"307/1254 Glen Huntly Rd, 
CARNEGIE VIC 3163",$600 per Week,2,2,1,Apartment / Unit / Flat
"9 Hurlingham Place, 
CAROLINE SPRINGS VIC 3023",$600 Per Week,4,2,2,House
"1/17 Smith Street, 
CARRUM VIC 3197",$600 Per Week,3,2,1,Townhouse
"506/8 Station Street, 
CAULFIELD VIC 3162",$595 pw,2,2,1,Apartment / Unit / Flat
"4/41 Kooyong Road, 
CAULFIELD NORTH VIC 3161",$595.00 per week,3,1,1,House
"202/56 Kambrook Road, 
CAULFIELD NORTH VIC 3161",600,2,1,1,Apartment / Unit / Flat
"208/402 Dandenong Road, 
CAULFIELD NORTH VIC 3161",$600,2,1,2,Apartment / Unit / Flat
"17 Glenora Street, 
CHADSTONE VIC 3148",$600 pw,4,1,3,House
"7 Orti Way, 
CHARLEMONT VIC 3217",$600,4,2,2,House
"10 Irene Crt, 
CHELSEA VIC 3196",$600 per week,3,1,1,House
"3/6 Scotch Parade, 
CHELSEA VIC 3196",$600.00,3,2,2,Apartment / Unit / Flat
"342 Nepean Highway, 
CHELSEA VIC 3196",$600.00,3,2,1,House
"214/278 Charman Rd, 
CHELTENHAM VIC 3192",$600,1,1, ,Apartment / Unit / Flat
