Address,Prices,Bedroom,Bathroom,Parking,Type
"1505/25 Waterfront Way, 
DOCKLANDS VIC 3008",$850 Per Week,2,2,1,Apartment / Unit / Flat
"3206/8 Pearl River Road, 
DOCKLANDS VIC 3008",$850 per week,2,2,1,Apartment / Unit / Flat
"67 Castle Street, 
EAGLEMONT VIC 3084",$850.00,4,2, ,House
"48 Palmer Street, 
FITZROY VIC 3065",$850pw / $3693pcm,2,1, ,House
"3/113 Cecil Street, 
FITZROY VIC 3065",$850 pw,2,2,2,Apartment / Unit / Flat
"24 Mountain Avenue, 
FRANKSTON SOUTH VIC 3199",$850,4,3,2,House
"12 Blenheim Place, 
FRANKSTON SOUTH VIC 3199",$850.00 pw,4,2,4,House
"54 Lantana Rd, 
GARDENVALE VIC 3185",$850 per week,4,1,2,House
"13 Augusta Street, 
GLEN HUNTLY VIC 3163",$850,3,2,2,Townhouse
"3 Inglis Ct, 
GLEN WAVERLEY VIC 3150",Under Application - Deposit Taken,5,2,2,House
"8A Martin Place, 
GLEN WAVERLEY VIC 3150",$850,4,2,1,Townhouse
"8 Pentland Court, 
GLEN WAVERLEY VIC 3150",$850,5,2,6,House
"1 Haddington Crescent, 
GREENVALE VIC 3059","$850 PER WEEK | $3,684 P.C.M",5,2,2,House
"17/15 Beach Road, 
HAMPTON VIC 3188",$850.00,2,1,1,Apartment / Unit / Flat
"11 Kingston Road, 
HEATHERTON VIC 3202",$850,3,2,1,House
"1/34 Matthieson Street, 
HIGHETT VIC 3190",$850.00,3,2,2,Townhouse
"4A Rocke Street, 
IVANHOE VIC 3079",$850.00,3,2,2,House
"104A/6 Wamba Road, 
IVANHOE EAST VIC 3079",$850.00,3,2,2,Apartment / Unit / Flat
"G12/1 Wilfred Road, 
IVANHOE EAST VIC 3079",$850.00,3,2,2,Apartment / Unit / Flat
"4a Woorite Place, 
KEILOR EAST VIC 3033",Price on Application,4,3,2,House
