Address,Prices,Bedroom,Bathroom,Parking,Type
"22 Campbell Street, 
FRANKSTON VIC 3199",From $2100 per week,3,1,1,House
"54 Dixon Street, 
MALVERN VIC 3144","$2,100.00",4,2,3,House
"8A Campbell Street, 
BRIGHTON VIC 3186","$2,150.00",4,2,3,Townhouse
"1584 Boneo Road, 
FLINDERS VIC 3929",$2150 Per Week,5,4,4,House
"436 New Street, 
BRIGHTON VIC 3186","$2,200.00",4,2,3,House
"10 St Ninians Road, 
BRIGHTON VIC 3186","$2,200 Per Week",4,3,4,House
"30 Letchworth Avenue, 
BRIGHTON EAST VIC 3187","$2,200.00",5,3,2,House
"92 Balaclava Road, 
CAULFIELD NORTH VIC 3161",$2200 pw,4,2,3,House
"3002/50 Lorimer Street, 
DOCKLANDS VIC 3008","$2,200.00",3,3,2,Apartment / Unit / Flat
"301/98 Leicester Street, 
FITZROY VIC 3065","$2,200 per week",4,3,2,Apartment / Unit / Flat
"3002/50 Lorimer Street, 
MELBOURNE VIC 3000","$2,200.00",3,3,2,Apartment / Unit / Flat
"84 Toorak Road West, 
SOUTH YARRA VIC 3141",$2200 pw Furnished,3,3,3,House
"9 Fifth Street, 
BLACK ROCK VIC 3193","$2,250 pw",3,3,2,Townhouse
"Drummond street, 
CARLTON VIC 3053","$2,250",10,3,2,House
"38A Grey Street, 
ST KILDA VIC 3182","$2,250 per week",4,4,2,House
"2A Normanby Street, 
BRIGHTON VIC 3186","$2,300.00",4,2,2,Townhouse
"36 Mitford Street, 
ELWOOD VIC 3184","$2,300 Per Week",4,2, ,House
"3007/35 Spring Street, 
MELBOURNE VIC 3000",$2300 per week,3,2,2,Apartment / Unit / Flat
"4/28 Goldsmith Street, 
ELWOOD VIC 3184","$2,350.00",3,2,4,Townhouse
"4301/63 La Trobe Street, 
MELBOURNE VIC 3000",$2350 per week,4,3,2,Apartment / Unit / Flat
