Address,Prices,Bedroom,Bathroom,Parking,Type
"96 Campestre Drive, 
SUNBURY VIC 3429",$530 pw,4,2,1,House
"7 Heritage Gardens, 
SYDENHAM VIC 3037",$530 per week,4,2,2,House
"17 Centurion Avenue, 
TARNEIT VIC 3029",$530,4,2,2,House
"1 Chantelle Parade, 
TARNEIT VIC 3029",$530,3,2,1,House
"31 Gathering Grove, 
TARNEIT VIC 3029",$530 per week,4,2,2,House
"15 Lowell Road, 
TARNEIT VIC 3029",$530/w,4,2,2,House
"9 Lowell Road, 
TARNEIT VIC 3029",$530 Per Week,4,2,2,House
"98 Vestige Circuit, 
TARNEIT VIC 3029",$530per week,4,2,2,House
"12 Barrangi Drive, 
TARNEIT VIC 3029",$530,4,2,2,House
"49 Camelot Drive, 
TARNEIT VIC 3029",$530.00 per week,4,2,2,House
"24 Jernigan Road, 
TARNEIT VIC 3029",$530,4,2,2,House
"16 Para Road, 
TARNEIT VIC 3029",$530,4,2,2,House
"7 Hallinan Street, 
TARNEIT VIC 3029",$530,3,2,2,House
"2C Hill Street, 
THORNBURY VIC 3071",$530,2,1,1,Townhouse
"3/901 High Street, 
THORNBURY VIC 3071",$530,2,1,1,Apartment / Unit / Flat
"12 Linburn Street, 
THORNHILL PARK VIC 3335",$530 per week,4,3,2,House
"10/93 Mathoura Road, 
TOORAK VIC 3142",$530 Per Week,2,1,1,Apartment / Unit / Flat
"75 Alma Street, 
TOOTGAROOK VIC 3941",$530 per week,3,2,2,House
"88 Guest Street, 
TOOTGAROOK VIC 3941",$530 p/week,3,1,3,House
"25 Stockmans Drive, 
TRUGANINA VIC 3029",$530 per week,4,2,2,House
