Address,Prices,Bedroom,Bathroom,Parking,Type
"20/4-6 Winifred Street, 
ESSENDON VIC 3040",$500 Per Week,2,2,1,Townhouse
"106/193 Buckley Street, 
ESSENDON VIC 3040",$500pw/ $2172pcm,2,1,1,Apartment / Unit / Flat
"1/1004 Mt Alexander Road, 
ESSENDON VIC 3040",$500pw/$2173pcm,2,1, ,Apartment / Unit / Flat
"6/146 Cooper Street, 
ESSENDON VIC 3040",$500 weekly,1,1,1,Apartment / Unit / Flat
FAWKNER VIC 3060,$500,4,2,2,House
FAWKNER VIC 3060,$500,4,2,3,House
"36 Leighton Crescent, 
FAWKNER VIC 3060",$500,3,1,1,House
"2/64 Lynch Road, 
FAWKNER VIC 3060",$500pw /$2173pcm,2,1,2,Apartment / Unit / Flat
"4/116 Jukes Road, 
FAWKNER VIC 3060",$500 pw,2,2,1,House
"114/338 Gore Street, 
FITZROY VIC 3065",$500 per week,1,1,1,Apartment / Unit / Flat
"108A/72 Ascot Vale Road, 
FLEMINGTON VIC 3031",$500 per week,1,1,1,Apartment / Unit / Flat
"4/39 Cook Street, 
FLINDERS VIC 3929",LEASED,2,2,1,Apartment / Unit / Flat
"8 Stirling Street, 
FOOTSCRAY VIC 3011",$500 per week,2,1, ,House
"40 Nicholson Street, 
FOOTSCRAY VIC 3011",$500 per week,4,1, ,House
"20/8-18 Whitehall Street, 
FOOTSCRAY VIC 3011",$500 Per Week,2,1, ,Apartment / Unit / Flat
"13 Faygate Court, 
FRANKSTON VIC 3199",$500 pw,3,1,2,House
"5 Wooten Close, 
FRANKSTON VIC 3199",$500 per week $2173 per month,3,2, ,House
"1/46 Screen Street, 
FRANKSTON VIC 3199",$500 pw,3,2,2,Apartment / Unit / Flat
"1 Bluegrass Walk, 
FRANKSTON VIC 3199",$500.00 pw,3,2,1,House
"13 Towerhill Road, 
FRANKSTON SOUTH VIC 3199",$500.00 pw,3,1,2,House
