Address,Prices,Bedroom,Bathroom,Parking,Type
"2813/560 Lonsdale Street, 
MELBOURNE VIC 3000","$1,050.00",3,2,1,Apartment / Unit / Flat
"250 Elizabeth Street, 
MELBOURNE VIC 3000",$1050pw Stay 1 mth,1,1,1,Apartment / Unit / Flat
"2610/265 Exhibition Street, 
MELBOURNE VIC 3000","$1,050.00 per week",3,2,2,Apartment / Unit / Flat
"2 Meribil Close, 
MOUNT ELIZA VIC 3930",$1050per week,4,2,2,House
"34a St Albans Street, 
MOUNT WAVERLEY VIC 3149","$1,050 per week",4,2,2,House
"23 Ryan Street, 
NORTHCOTE VIC 3070","$1,050.00",4,1,1,House
"5 Ocean Street, 
ORMOND VIC 3204","$1,050 per week",6,4,2,House
"4/42 Manningham Street, 
PARKVILLE VIC 3052","$1,050",3,2,3,Townhouse
"9/90-110 Smythe Street, 
PORTARLINGTON VIC 3223","$1500 pw High, $1050 pw Low",3,1, ,Apartment / Unit / Flat
"24 Ocean View Avenue, 
RED HILL SOUTH VIC 3937",$1050 per week,3,2, ,House
"A/4 Queen Street, 
RICHMOND VIC 3121",$1050 per week,3,2,2,House
"50 Tyrone Street, 
SOUTH YARRA VIC 3141","$1,050",3,2,1,House
"36 Marine Parade, 
ST KILDA VIC 3182","$1,050 pw",3,2,2,Townhouse
"7/45-46 Marine Parade, 
ST KILDA VIC 3182","$1,050 per week",3,3,2,Apartment / Unit / Flat
"1/91 Grange Road, 
TOORAK VIC 3142","$1,050 PW / $4562 PCM",3,4,2,House
"131 Ferguson Street, 
WILLIAMSTOWN VIC 3016","$1,050",4,2,4,House
"9 Cutter Street, 
RICHMOND VIC 3121",$1070 per week,2,2,1,House
"4104/63 La Trobe Street, 
MELBOURNE VIC 3000","$1,080",2,2, ,Apartment / Unit / Flat
"1604C/633 Little Lonsdale Street, 
MELBOURNE VIC 3000","$1,080.00",3,2, ,Apartment / Unit / Flat
"0 Hidden Address CRES, 
MOUNT WAVERLEY VIC 3149","$1,080",4,2,2,House
