Address,Prices,Bedroom,Bathroom,Parking,Type
"1 Whitehaven Court, 
CRAIGIEBURN VIC 3064",$520 Per Week,4,2,3,House
"121 Bridgewater Road, 
CRAIGIEBURN VIC 3064",$520.00 pw,4,3,3,House
"36 Westerfolds Loop, 
CRAIGIEBURN VIC 3064",$520 Per week,4,2,2,House
"8 Braestar Street, 
CRANBOURNE VIC 3977",$520 per week,3,2,2,House
"3 Redmill Terrace, 
CRANBOURNE EAST VIC 3977",$520,4,2,1,House
"12 Henbury Street, 
CRANBOURNE NORTH VIC 3977",$520 pw,4,2,2,House
"4/48A Governors Road, 
CRIB POINT VIC 3919",$520,3,2,2,Apartment / Unit / Flat
"6/16 MacPherson Street, 
DANDENONG VIC 3175",UNDER APPLICATION,4,2,2,Apartment / Unit / Flat
"22 Webster Street, 
DANDENONG VIC 3175",$520 Per Week,3,2,2,Townhouse
"55 Keneally Street, 
DANDENONG VIC 3175",$520 Per Week,3,2,1,House
"22 Elmwood Street, 
DEANSIDE VIC 3336","$520 PW ($2,259 PCM)",4,2,2,House
"98 Halcyon Road, 
DEANSIDE VIC 3336",$520 pw,4,2,4,House
"4 Tiverton Parkway, 
DERRIMUT VIC 3026",Enquire Now: $520 per week,4,2,2,House
"45 Fairfield Cres, 
DIGGERS REST VIC 3427",$520 weekly,4,2,2,House
"3 Bouquet Circuit, 
DIGGERS REST VIC 3427",$520,4,2,2,House
"514/838 Bourke Street, 
DOCKLANDS VIC 3008",$520.00,1,1, ,Apartment / Unit / Flat
"202/421 DOCKLANDS DRIVE, 
DOCKLANDS VIC 3008",$520 per week,1,1, ,Apartment / Unit / Flat
"1107W/888 Collins Street, 
DOCKLANDS VIC 3008",$520PW/$2260pcm,1,1, ,Apartment / Unit / Flat
"411/838 Bourke Street, 
DOCKLANDS VIC 3008",$520.00,1,1, ,Apartment / Unit / Flat
"1109/39 Caravel Lane, 
DOCKLANDS VIC 3008",$520 per week,1,1,1,Apartment / Unit / Flat
