Address,Prices,Bedroom,Bathroom,Parking,Type
"2/49 Holloway Street, 
ORMOND VIC 3204",$580.00,3,1,2,Villa
"3/36 Bolingbroke Street, 
PASCOE VALE VIC 3044",$580 Per Week,3,2,1,Apartment / Unit / Flat
"7 Banilla Close, 
POINT COOK VIC 3030",$580 Per Week,4,2,2,House
"6 Tristania Drive, 
POINT COOK VIC 3030",$580,4,2,2,House
"20 Calypso Crescent, 
POINT COOK VIC 3030",$580 per week,4,2,2,House
"21 Balfour Close, 
POINT COOK VIC 3030",$580 per week,4,2,2,House
"314/220 Commercial Road, 
PRAHRAN VIC 3181",$580.00,2,1, ,Apartment / Unit / Flat
"30 Earl Street, 
PRAHRAN VIC 3181",$580 Per Week,2,1, ,House
"26 Lovelace Street, 
PRESTON VIC 3072",$600.00 pw,2,1,2,House
"11/11-13 Olive Street, 
RESERVOIR VIC 3073",$580,3,2,2,Townhouse
"2/24 Mark Street, 
ROSEBUD VIC 3939",$580 per week,3,2,2,House
"69 Toagara Street, 
RYE VIC 3941",$580.00 pw - LEASED!!!,3,2,2,House
"14 Morobe Street, 
SORRENTO VIC 3943",$580 Per Week,3,1, ,House
"610/85 Market Street, 
SOUTH MELBOURNE VIC 3205",$580.00 per week,2,1,1,Apartment / Unit / Flat
"908/28 Bank Street, 
SOUTH MELBOURNE VIC 3205",$580/w & Available Now,2,1,1,Apartment / Unit / Flat
"806/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",$580 per week,1,1, ,Apartment / Unit / Flat
"4304/1 Balston Street, 
SOUTHBANK VIC 3006",$580.00,1,1, ,Apartment / Unit / Flat
"4/118 Dodds Street, 
SOUTHBANK VIC 3006",$580.00,2,1,1,Apartment / Unit / Flat
"2502/1 Freshwater Place, 
SOUTHBANK VIC 3006",$580.00,1,1,1,Apartment / Unit / Flat
"213/99 Whiteman Street, 
SOUTHBANK VIC 3006",$580 PW - Furnished with car park,1,1,1,Apartment / Unit / Flat
