Address,Prices,Bedroom,Bathroom,Parking,Type
"2802/89 Gladstone Street, 
SOUTH MELBOURNE VIC 3205",Furnished $780 per week,2,2,1,Apartment / Unit / Flat
"3509/118 Kavanagh Street, 
SOUTHBANK VIC 3006",$780.00,2,2,1,Apartment / Unit / Flat
"12/30 Miles Street, 
SOUTHBANK VIC 3006",$780,3,2,1,Apartment / Unit / Flat
"1508/45 Clarke Street, 
SOUTHBANK VIC 3006",$780 per week,2,2, ,Apartment / Unit / Flat
"805/57 City Road, 
SOUTHBANK VIC 3006",$780 per week,2,2,2,Apartment / Unit / Flat
"402/181 Fitzroy Street, 
ST KILDA VIC 3182",$780.00,2,1,1,Apartment / Unit / Flat
"106/25-29 Alma Road, 
ST KILDA VIC 3182",$780,2,2,1,Apartment / Unit / Flat
"1703/408 Spencer Street, 
WEST MELBOURNE VIC 3003",$780.00,2,2, ,Apartment / Unit / Flat
"23 Condenser Drive, 
YARRAVILLE VIC 3013",$780 per week,3,2,1,Townhouse
"802/250 Elizabeth Street, 
MELBOURNE VIC 3000",$785.00 per week,2,2, ,Apartment / Unit / Flat
"Unit 702/250 Elizabeth Street, 
MELBOURNE VIC 3000",$785/week,2,2, ,Apartment / Unit / Flat
"113 Herbert Street, 
NORTHCOTE VIC 3070",$785.00,3,2,1,House
"40A Bishop Street, 
OAKLEIGH VIC 3166",$785,3,2,2,Townhouse
"177 Smith Street, 
THORNBURY VIC 3071",$785.00pw / $3411.00pcm,3,1, ,House
"39 Pasco Street, 
WILLIAMSTOWN VIC 3016",$785.00,3,1,1,Townhouse
"54 Fehon Street, 
YARRAVILLE VIC 3013",$785 pw,3,1,1,House
"1A & 1B/101-103 Main Road West, 
ST ALBANS VIC 3021",From $786 - $1572 per week,1,1,19,Studio
"102 Glencairn Avenue, 
BRIGHTON EAST VIC 3187",$790 per week,3,2,4,House
"18 Balmoral Avenue, 
BRUNSWICK EAST VIC 3057",$790,3,2,2,Townhouse
"18 Milford Avenue, 
BURWOOD VIC 3125",$790 Per Week,4,2,2,House
