Address,Prices,Bedroom,Bathroom,Parking,Type
"17a Winton Road, 
MALVERN EAST VIC 3145","$1,550 pw",3,3,3,Townhouse
"8/105 Beach Street, 
PORT MELBOURNE VIC 3207",$1550pw - Location! Rare gem!,4,3,2,Townhouse
"33 Delgany Avenue, 
PORTSEA VIC 3944",$1550 Per Week - Fully Furnished,4,2,3,House
"1203/57 City Road, 
SOUTHBANK VIC 3006","$1,550 per week",3,2,1,Apartment / Unit / Flat
"18/18 Curzon Street, 
WEST MELBOURNE VIC 3003","$1,550 per week",3,2,1,Apartment / Unit / Flat
"12 Bleazby Avenue, 
BRIGHTON VIC 3186",$1585 pw,3,2,2,House
"36 Selwyn Avenue, 
ELWOOD VIC 3184","$1,590.00",3,3,2,Townhouse
"10A Wright Street, 
BENTLEIGH VIC 3204","$1,600.00",5,3,2,House
"7/2-3 Gracie Avenue, 
EDITHVALE VIC 3196",$1600 pw,4,3,2,Apartment / Unit / Flat
"17 Rosedale Grove, 
FRANKSTON SOUTH VIC 3199",$1600 Per Week,5,4,3,House
"87 Talbot Crescent, 
KOOYONG VIC 3144","$1,600.00",4,3,2,House
"2507/433 Collins St, 
MELBOURNE VIC 3000","$1,600",3,2,1,Apartment / Unit / Flat
"191/350 St Kilda Road, 
MELBOURNE VIC 3000",$1600 Per Week,3,3,3,Apartment / Unit / Flat
"2901/63 La Trobe Street, 
MELBOURNE VIC 3000",$1600 per week,3,2,1,Apartment / Unit / Flat
"19 Buckley Street, 
NOBLE PARK VIC 3174","$1,600 mth + GST + outgoings", ,1, ,Apartment / Unit / Flat
"3/47-49 Caroline Street, 
SOUTH YARRA VIC 3141",$1600 Per Week,3,3,2,Townhouse
"1206/1 Almeida Crescent, 
SOUTH YARRA VIC 3141","$1,600.00 per week",3,2,2,Apartment / Unit / Flat
"5805/18 Hoff Boulevard, 
SOUTHBANK VIC 3006","$1,600 per week",3,2,2,Apartment / Unit / Flat
"210P/14-16 The Esplanade, 
ST KILDA VIC 3182","$1,600",3,2,1,Apartment / Unit / Flat
"1 Kelso Street, 
CREMORNE VIC 3121","$1,700",4,3,2,House
