Address,Prices,Bedroom,Bathroom,Parking,Type
"103/10 Stanley Street, 
COLLINGWOOD VIC 3066",$600,2,1,1,Apartment / Unit / Flat
"1975 South Gippsland, 
CRANBOURNE VIC 3977",$600 pw,3,2,2,House
"16 THE BELFRY, 
CRANBOURNE VIC 3977",$600,4,2,2,House
"13 Ketnor Street, 
CRANBOURNE VIC 3977",$600 pw,5,2,2,House
"1 Arapiles Street, 
CRANBOURNE NORTH VIC 3977",$600 per week,4,2,2,House
"17 Remus Circuit, 
CRANBOURNE WEST VIC 3977",$600 pw,4,2,2,House
"35 Garner Parade, 
DALLAS VIC 3047",$600.00 pw,4,2,4,House
"Thomas St, 
DANDENONG VIC 3175",$600,1,1, ,Apartment / Unit / Flat
"628 Flinders Street, 
DOCKLANDS VIC 3008",$600,1,1, ,Apartment / Unit / Flat
"1714/628 Flinders Street, 
DOCKLANDS VIC 3008",$650 Per Week,2,1, ,Apartment / Unit / Flat
"1610/677 La Trobe Street, 
DOCKLANDS VIC 3008",$600.00 per week,2,1,1,Apartment / Unit / Flat
"6 Russel Way, 
DOREEN VIC 3754",$600 per week,4,2,2,House
"27 Durham Street, 
EAGLEMONT VIC 3084",$600.00,3,2,1,House
"322 Myers Street, 
EAST GEELONG VIC 3219",$600 per week,3,2,2,House
"74/190 Albert Street, 
EAST MELBOURNE VIC 3002",$599.97,2,2,1,Apartment / Unit / Flat
"250A Nepean Highway, 
EDITHVALE VIC 3196",$600 Per Week,3,2,1,Apartment / Unit / Flat
"1BR/241 Glen Huntly Road, 
ELSTERNWICK VIC 3185",From $595.00 per week.,1,1,1,Apartment / Unit / Flat
"208/96 Ormond Road, 
ELWOOD VIC 3184",$600 weekly,2,1,1,Apartment / Unit / Flat
"2/7 Vautier St, 
ELWOOD VIC 3184",$600 weekly,2,1,1,Apartment / Unit / Flat
"18 Regnans Avenue, 
ENDEAVOUR HILLS VIC 3802",UNDER APPLICATION,4,2,1,House
