Address,Prices,Bedroom,Bathroom,Parking,Type
"17 Tiernan Street, 
FOOTSCRAY VIC 3011",UNDER APPLICATION | $2390 PCM,2,2,1,House
"G1/21 Buckingham Street, 
FOOTSCRAY VIC 3011",$550pw,2,2,1,Townhouse
"52 Stafford Street, 
FOOTSCRAY VIC 3011",$550 Per Week,2,1,1,Townhouse
"17 Lucerne Cresent, 
FRANKSTON VIC 3199",$550,4,2,1,House
"7 Graeme Street, 
FRANKSTON VIC 3199",$545 pw,3,1,3,House
"27 Eastgate Street, 
FRASER RISE VIC 3336",$550.00 per week,4,2,2,House
"41 Weller Street, 
GEELONG WEST VIC 3218",$550,3,1,2,House
"1C Raven Street, 
GEELONG WEST VIC 3218",$550 per week,3,1,5,House
"17 Catherine Street, 
GEELONG WEST VIC 3218",$550.00,3,1,1,House
"12 Dolphin Court, 
GLADSTONE PARK VIC 3043",$550 pw,3,1,3,House
"6/147 Neerim Road, 
GLEN HUNTLY VIC 3163",$550,2,1,1,Apartment / Unit / Flat
"7/506-512 Springvale Road, 
GLEN WAVERLEY VIC 3150",$550,2,1,1,Apartment / Unit / Flat
"68 Fraser Street, 
GLEN WAVERLEY VIC 3150",$550,4,1,2,House
"142 Watsons Road, 
GLEN WAVERLEY VIC 3150",$550.00,3,2,1,House
"4 Wynyard Street, 
GLEN WAVERLEY VIC 3150",$550,3,1,2,House
"46 William Street, 
GLENROY VIC 3046",$550 PW / $2390 PCM,4,1,4,House
"2/24 Maude Avenue, 
GLENROY VIC 3046",$550.00,4,2,2,Townhouse
"11/900 Pascoe Vale Road, 
GLENROY VIC 3046",$550 pw,3,2,2,Apartment / Unit / Flat
"72 Evell Street, 
GLENROY VIC 3046",$550,3,1,4,House
"1/24 Granville Street, 
GLENROY VIC 3046",$550 pw,3,2,1,Townhouse
