Address,Prices,Bedroom,Bathroom,Parking,Type
"1506/648 Lonsdale Street, 
MELBOURNE VIC 3000",580.00,1,1, ,Apartment / Unit / Flat
"319/118 Franklin Street, 
MELBOURNE VIC 3000",$580,2,1, ,Apartment / Unit / Flat
"3512/228 La Trobe Street, 
MELBOURNE VIC 3000",$580 Per Week,1,1, ,Apartment / Unit / Flat
"508/155 Franklin Street, 
MELBOURNE VIC 3000",$580 per week,1,1,1,Apartment / Unit / Flat
"450 St Kilda Road, 
MELBOURNE VIC 3004",$580,1,1,1,Apartment / Unit / Flat
"803/483 Swanston Street, 
MELBOURNE VIC 3000",$580 per week,1,1, ,Apartment / Unit / Flat
"3209/288 Spencer Street, 
MELBOURNE VIC 3000",580 per week,1,1,1,Apartment / Unit / Flat
"609/33 Rose Lane, 
MELBOURNE VIC 3000",$580 Per Week,2,1, ,Apartment / Unit / Flat
"4207D/648 Lonsdale Street, 
MELBOURNE VIC 3000",Under Application (Deposit Taken),1,1, ,Apartment / Unit / Flat
"2207d/648 Lonsdale Street, 
MELBOURNE VIC 3000",$580 Per Week,1,1, ,Apartment / Unit / Flat
"1B1B/633 Little Lonsdale Street, 
MELBOURNE VIC 3000",$580 Per Week,1,1, ,Apartment / Unit / Flat
"3301/33 Rose Lane, 
MELBOURNE VIC 3000",$580,1,1, ,Apartment / Unit / Flat
"2707B/639 Little Lonsdale Street, 
MELBOURNE VIC 3000",$580/w,1,1, ,Apartment / Unit / Flat
"3005/327 La Trobe Street, 
MELBOURNE VIC 3000",Furnished $580 per week,1,1, ,Apartment / Unit / Flat
"2611/157 A'beckett, 
MELBOURNE VIC 3000",$580/w & Furnished,1,1, ,Apartment / Unit / Flat
"2408/5 Sutherland Street, 
MELBOURNE VIC 3000",$580,2,1, ,Apartment / Unit / Flat
"1210/119 A'Beckett Street, 
MELBOURNE VIC 3000",$580 per week, ,1, ,Apartment / Unit / Flat
"1609/31 Abeckett Street, 
MELBOURNE VIC 3000",$580 pw,2,1,1,Apartment / Unit / Flat
"3409/81 A'beckett Street, 
MELBOURNE VIC 3000",$580 per week,1,1, ,Apartment / Unit / Flat
"2207/11 Rose Lane, 
MELBOURNE VIC 3000",$580 per week *Unfurnished*,2,1, ,Apartment / Unit / Flat
