Address,Prices,Bedroom,Bathroom,Parking,Type
GLENROY VIC 3046,$280,1,1, ,Apartment / Unit / Flat
GLENROY VIC 3046,$280,1,1, ,Apartment / Unit / Flat
"2/59 Maurice Street, 
HERNE HILL VIC 3218",$280.00,1,1, ,Apartment / Unit / Flat
"3/11-13 Cairnes Street, 
INDENTED HEAD VIC 3223",$280 wk,1,1, ,Apartment / Unit / Flat
"5/62 Kelvinside Road, 
NOBLE PARK VIC 3174",$280,1,1,1,Apartment / Unit / Flat
"4/1193 Heatherton Road, 
NOBLE PARK VIC 3174",$280 per week,1,1,1,Apartment / Unit / Flat
"51 Garden Street, 
SOUTH YARRA VIC 3141",FROM $280 per week,1,1,1,Apartment / Unit / Flat
"8/132 Rupert Street, 
WEST FOOTSCRAY VIC 3012",$280 per week,1,1,2,Apartment / Unit / Flat
"789 Sydney Road, 
COBURG VIC 3058",$285,1,1, ,Apartment / Unit / Flat
"2/17 Lewis Street, 
FRANKSTON VIC 3199",$285 / wk,2,1,1,Apartment / Unit / Flat
"9/515 Sydney Road, 
BRUNSWICK VIC 3056",$300 per week,1,1, ,Studio
"3/15-17 DeCarle Street, 
COBURG VIC 3058",$300 Weekly,1,1,1,Apartment / Unit / Flat
"36B Vickery Street, 
ALEXANDRA VIC 3714",$290,2,1,2,Apartment / Unit / Flat
"16b Heather Avenue, 
ASHWOOD VIC 3147",$290 Per Week,1,1,1,Apartment / Unit / Flat
"49 Koonawarra Street, 
CLAYTON VIC 3168",$290pw,1,1, ,Apartment / Unit / Flat
"4/32-34 Donax Road, 
CORIO VIC 3214",$290 pw,1,1,1,Apartment / Unit / Flat
"2/9 Violet Street, 
ESSENDON VIC 3040",$290 Per Week,1,1,1,Apartment / Unit / Flat
"4/238 Arthur Street, 
FAIRFIELD VIC 3078",$290 Per Week,1,1,1,Apartment / Unit / Flat
"1/3 Gordon Street, 
FOOTSCRAY VIC 3011",$290 P/W,2,1,1,Apartment / Unit / Flat
"1/63 Dandenong Road East, 
FRANKSTON VIC 3199",$290/ wk,1,1,1,Apartment / Unit / Flat
