Address,Prices,Bedroom,Bathroom,Parking,Type
"4/16 Princes St, 
ABBOTSFORD VIC 3067",$850 weekly,3,2,1,Townhouse
"B1001/8 Grosvenor Street, 
ABBOTSFORD VIC 3067",Available now! $850PW!,3,2,1,Apartment / Unit / Flat
"150 Danks Street, 
ALBERT PARK VIC 3206",$850.00,2,1, ,House
"4/151 Victoria Avenue, 
ALBERT PARK VIC 3206",$850 per week,2,1,1,Apartment / Unit / Flat
"2 Densham Road, 
ARMADALE VIC 3143",$850.00 Per Week,2,1,1,House
"11 Aspect Avenue, 
ASCOT VALE VIC 3032",$850pw/$3693pcm,4,3,2,Townhouse
"73 Station Street, 
ASPENDALE VIC 3195",$850.00,4,2,2,House
"21 Orange Grove, 
BALACLAVA VIC 3183",$850 pw,3,1,1,House
"3 Gourlay St, 
BALACLAVA VIC 3183",$850 weekly,3,2, ,House
"62 Grosvenor Street, 
BALACLAVA VIC 3183",$850.00,3,1,1,House
"14b Thorn St, 
BARWON HEADS VIC 3227",$850 weekly,3,2,2,Apartment / Unit / Flat
"13 Ludwell Cres, 
BENTLEIGH EAST VIC 3165",$850 weekly,5,2,2,House
"687 Warrigal Road, 
BENTLEIGH EAST VIC 3165",$850,4,2,2,House
"15 Hector Close, 
BITTERN VIC 3918",$850 pw,4,2,2,House
"3 Blyth St, 
BREAMLEA VIC 3227",Under application,4,2,3,House
"39 Comer Street, 
BRIGHTON EAST VIC 3187",$850.00,4,2,2,House
"31 Rose Street, 
BRUNSWICK VIC 3056",$850 Per Week,4,1,1,House
"2/22 Albert Street, 
BRUNSWICK EAST VIC 3057",$850.00,3,2,2,Townhouse
"G9/77 Nicholson Street, 
BRUNSWICK EAST VIC 3057",$850,2,1,1,Townhouse
"3/6 Edwards Street, 
BURWOOD VIC 3125",$845 per week,2,3,1,Townhouse
