Address,Prices,Bedroom,Bathroom,Parking,Type
"18/243 Flemington Road, 
NORTH MELBOURNE VIC 3051",Under Application,2,2,1,Apartment / Unit / Flat
"1/147 Curzon Street, 
NORTH MELBOURNE VIC 3051",$450 Per Week,2,1,1,Apartment / Unit / Flat
"5/23-25 Seabeach Parade, 
NORTH SHORE VIC 3214",$450 per week,3,2,2,Townhouse
"25/341 Heidelberg Road, 
NORTHCOTE VIC 3070",$450.00,1,1,1,Apartment / Unit / Flat
"41/2-4 Samada Street, 
NOTTING HILL VIC 3168",$450.00,1,1,1,Apartment / Unit / Flat
"6/43 Watt Avenue, 
OAK PARK VIC 3046",$450 per week,2,2,1,Apartment / Unit / Flat
OAK PARK VIC 3046,$450,2,1,1,Townhouse
OAK PARK VIC 3046,$450,2,1,1,Townhouse
"2/18 Josephine St., 
OAK PARK VIC 3046",$450,3,1,2,Townhouse
"4/7 Albert Avenue, 
OAKLEIGH VIC 3166",$450,2,1,1,Apartment / Unit / Flat
"310/19-21 Hanover Street, 
OAKLEIGH VIC 3166",$450 per week,1,1,1,Apartment / Unit / Flat
"4/10 Coonil Street, 
OAKLEIGH SOUTH VIC 3167",$450.00,2,1,1,Apartment / Unit / Flat
"2/118 Bonnyvale Rd, 
OCEAN GROVE VIC 3226",$450.00,3,1,1,House
"7A Achilles Ct, 
OCEAN GROVE VIC 3226",$450.00,2,1, ,House
"85 Marlin Drive, 
OCEAN GROVE VIC 3226",$450 Per Week,2,1,2,House
"7 Sunset Strip, 
OCEAN GROVE VIC 3226",$450.00,3,1,1,House
"3/38 Lillimur Road, 
ORMOND VIC 3204",$450 weekly,2,1,1,Apartment / Unit / Flat
"905/51 Galada Avenue, 
PARKVILLE VIC 3052",$450.00 per week,1,1,1,Apartment / Unit / Flat
"5 Sheddon Street, 
PASCOE VALE VIC 3044",$450,2,1,2,House
"2/53-55 Austin Crescent, 
PASCOE VALE VIC 3044",$450 per week,2,1,1,Apartment / Unit / Flat
