Address,Prices,Bedroom,Bathroom,Parking,Type
"19 Moor Park Drive, 
CRAIGIEBURN VIC 3064",$550,3,2,2,House
"25 Loudon Circuit, 
CRAIGIEBURN VIC 3064",$550 per week,4,2,2,House
"16 Millicent Drive, 
CRAIGIEBURN VIC 3064",$550,3,2,2,House
"14 Command Road, 
CRAIGIEBURN VIC 3064",$550,4,2,2,House
"31 Majestic Blvd, 
CRANBOURNE VIC 3977",$550 weekly,4,2,2,House
"6 BALES ROAD, 
CRANBOURNE EAST VIC 3977",$550,4,2,2,House
"70 Spirit Boulevard, 
CRANBOURNE EAST VIC 3977",$550,4,2,2,House
"22 Spirit Boulevard, 
CRANBOURNE EAST VIC 3977",$550.00 per week,3,2,2,House
"10 Gregory Court, 
CRANBOURNE NORTH VIC 3977",$550,5,3,4,House
"115 Courtenay Avenue, 
CRANBOURNE NORTH VIC 3977",$550 per week,4,2,2,House
"57 Chantenay Parade, 
CRANBOURNE NORTH VIC 3977",$550,4,2,2,House
"20 Jasa Crescent, 
CRANBOURNE WEST VIC 3977",$550 per week,4,2,2,House
"20 Bonavista Way, 
CURLEWIS VIC 3222",$550 Per Week,4,2,2,House
"2/11 Burrows Avenue, 
DANDENONG VIC 3175",$ 550 PER WEEK,3,2,2,Townhouse
"Thomas Street, 
DANDENONG VIC 3175",$550,1,1, ,Studio
"162 Sinclairs Road, 
DEANSIDE VIC 3336",LEASED IN A WEEK @ $550.00 Per Week,4,2,2,House
"38 Normanby Boulevard, 
DEANSIDE VIC 3336",$550.00 Per Week,4,2,2,House
"164 Sinclairs Road, 
DEANSIDE VIC 3336",$550.00 Per Week,4,2,2,House
"20 Mayopark Street, 
DEANSIDE VIC 3336","$550 Per Week | $2,390 PCM",4,3,2,Townhouse
"6 Wrexham Ct, 
DEER PARK VIC 3023",$550 weekly,5,2,2,House
