Address,Prices,Bedroom,Bathroom,Parking,Type
"29 Sorrell St, 
ARMSTRONG CREEK VIC 3217",$520,4,2,2,House
"94 Inglenook Circuit, 
ARMSTRONG CREEK VIC 3217",$520,4,2,2,House
"42 Flagstaff Street, 
ARMSTRONG CREEK VIC 3217",$520,4,2,2,House
"18 Windansea St, 
ARMSTRONG CREEK VIC 3217",$520,4,2,2,House
"27 Elouera Street, 
ARMSTRONG CREEK VIC 3217",$520 per week,4,2,2,House
"25 Tenneyson Close, 
ARMSTRONG CREEK VIC 3217",$520.00 per week,4,2,2,House
"38 Curtin Street, 
BELL PARK VIC 3215",$520,3,2,2,House
"69a Corinella Street, 
BELL POST HILL VIC 3215",$520 pw,3,2,1,Apartment / Unit / Flat
"33 Corinella Street, 
BELL POST HILL VIC 3215",$520 pw,4,1,4,House
"8/61 Bailey Street, 
BELMONT VIC 3216",$520 per week,3,2,1,Townhouse
"2/585 Warrigal Road, 
BENTLEIGH EAST VIC 3165",$520.00,2,1,2,House
"21 Jamieson Way, 
BERWICK VIC 3806",$520 pw,3,2,2,House
"2/35 Manuka Road, 
BERWICK VIC 3806",$520,4,2,2,House
"526 Albion Street, 
BRUNSWICK WEST VIC 3055",$520pw / $2260pcm,2,1,1,House
"2/10A Lagen Court, 
BUNDOORA VIC 3083",$520 PER WEEK,3,1,2,Townhouse
"101A/399 Burwood Highway, 
BURWOOD VIC 3125",$520,2,2,1,Apartment / Unit / Flat
"5/54 Woyna Avenue, 
CAPEL SOUND VIC 3940",$520,3,2,2,Townhouse
"2209/570 Lygon Street, 
CARLTON VIC 3053",$520 per week,2,1, ,Apartment / Unit / Flat
"3 Monckton Place, 
CAROLINE SPRINGS VIC 3023",$520 per week,3,2,2,House
"9 Athenium Court, 
CARRUM DOWNS VIC 3201",$520 Per Week,3,1,2,House
