Address,Prices,Bedroom,Bathroom,Parking,Type
"54 Phillip Drive, 
SUNBURY VIC 3429",$420.00,3,2,1,House
"11 Bonnor Street, 
SUNBURY VIC 3429",$420 Per Week,3,2,1,House
"19B Wentworth Drive, 
TAYLORS LAKES VIC 3038",$420 per week,3,2,1,Townhouse
"1/7 Palm Street, 
THOMASTOWN VIC 3074",$420 Per Week,3,1,2,Apartment / Unit / Flat
"16/33 Woolton Avenue, 
THORNBURY VIC 3071",$420.00,1,1,1,Apartment / Unit / Flat
"7 Midmar Terrace, 
THORNHILL PARK VIC 3335",$420,3,2,1,House
"5/40-42 Ronald Street, 
TOOTGAROOK VIC 3941",$420 per week,3,1,1,Apartment / Unit / Flat
"9/12 Vilnius Way, 
TRUGANINA VIC 3029",$420 Per Week,2,1,1,Townhouse
"1/19 Westmeadows Lane, 
TRUGANINA VIC 3029",$420 per week,3,2,1,Apartment / Unit / Flat
"6 Scotsburn Grove, 
WERRIBEE VIC 3030",$420,3,1,1,House
"37 Richmond Crescent, 
WERRIBEE VIC 3030",$420 pw,3,1,1,House
"28 Leafy Road, 
WERRIBEE VIC 3030",$420 pw,3,2,2,House
"2 Arthurdale Crescent, 
WERRIBEE VIC 3030",$420 per week,3,2,2,Apartment / Unit / Flat
"37 Kasem Drive, 
WERRIBEE VIC 3030",$420 per week,3,1,2,House
"9 Jabiru Court, 
WERRIBEE VIC 3030",$420,3,2,2,House
"29 Nangiloc Crescent, 
WERRIBEE VIC 3030",$420 per week/ $1825 per calendar month,3,1,1,House
"9/53 Batman Street, 
WEST MELBOURNE VIC 3003",$420 pw,1,1, ,Apartment / Unit / Flat
"7A Birchmore Road, 
WOLLERT VIC 3750",$420 PER WEEK,2,1,1,Townhouse
"57 Stanmore Crescent, 
WYNDHAM VALE VIC 3024",$420.00 per week,3,2,2,House
"23 Anniversary Avenue, 
WYNDHAM VALE VIC 3024",$420 per week,3,2,1,House
