Address,Prices,Bedroom,Bathroom,Parking,Type
"11/99 Disney Street, 
CRIB POINT VIC 3919",$450 per week,2,1,1,Apartment / Unit / Flat
"158 Cleeland Street, 
DANDENONG VIC 3175",$450,3,1,1,House
"2/6 Holly Avenue, 
DANDENONG NORTH VIC 3175",$450 per week,2,2,1,Apartment / Unit / Flat
DEANSIDE VIC 3336,Rent2own with No Deposit,4,2,2,House
"30 Greaves Avenue, 
DEANSIDE VIC 3336",$450 Per Week,3,2,2,Townhouse
"21 Basten Avenue, 
DEANSIDE VIC 3336",$450,3,2,2,House
"54 Greaves Avenue, 
DEANSIDE VIC 3336",$450,3,2,2,House
"9 Alderley Crescent, 
DEANSIDE VIC 3336",$450 per week,3,2,2,Townhouse
"78 Curtin Drive, 
DEANSIDE VIC 3336",$450.00 Per Week,3,2,1,House
"121 Maradona Boulevard, 
DEANSIDE VIC 3336",$450.00 Per Week,3,2,1,House
"10 Ferris Avenue, 
DEER PARK VIC 3023",$450.00,4,1,3,House
"14 Jonah Parade, 
DEER PARK VIC 3023",$450,3,2,1,House
"1 Cashmere Court, 
DERRIMUT VIC 3026",$450 Per Week,3,2,2,House
"2408B/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",$450.00, ,1, ,Studio
"709/838 Bourke Street, 
DOCKLANDS VIC 3008",UNDER APPLICATION,1,1, ,Apartment / Unit / Flat
DONNYBROOK VIC 3064,Rent2own Program,4,2,2,House
DONNYBROOK VIC 3064,Rent2own with No Deposit,4,2,2,House
"26 Hawkesbury Drive, 
DONNYBROOK VIC 3064",$450 per week,4,2,2,House
"20 Daintree Entrance, 
DONNYBROOK VIC 3064",$450 Per Week,4,2,2,House
DOREEN VIC 3754,No Deposit Required,4,2,2,House
