Address,Prices,Bedroom,Bathroom,Parking,Type
"306/109 Inkerman St, 
ST KILDA VIC 3182",$630 Per Week,2,2,1,Apartment / Unit / Flat
"45 Bendigo Drive, 
TARNEIT VIC 3029",$630,4,2,2,House
"507/33 Batman Street, 
WEST MELBOURNE VIC 3003",Contact Agent,2,1, ,Apartment / Unit / Flat
"206/22 Upton Road, 
WINDSOR VIC 3181",$630pw/$2738pcm,2,2,1,Apartment / Unit / Flat
"61 Tongue Street, 
YARRAVILLE VIC 3013",$630.00,2,1, ,House
"6 Coates Street, 
BENTLEIGH VIC 3204",$635 pw,3,1,1,House
"108/127 Nicholson Street, 
BRUNSWICK EAST VIC 3057",$635 per week,2,2,1,Apartment / Unit / Flat
"5/357 Rathdowne Street, 
CARLTON VIC 3053",$635.00,2,1,1,Apartment / Unit / Flat
"5 Anthony Court,, 
HALLAM VIC 3803",$635 per week | UNDER APPLICATION,5,2,2,House
"2706/8 Exploration Lane, 
MELBOURNE VIC 3000",$635 per week,2,2, ,Apartment / Unit / Flat
"218/416 St Kilda Road, 
MELBOURNE VIC 3004",$635.00,2,1,2,Apartment / Unit / Flat
"86 Hanna Street, 
NOBLE PARK VIC 3174",$635PW,3,3,2,House
"1/165 Station Street, 
PORT MELBOURNE VIC 3207",$635.00,2,1,1,Apartment / Unit / Flat
"11 South Street, 
PRESTON SOUTH VIC 3072",$635,3,1,2,House
"1301/61-63 Haig Street, 
SOUTHBANK VIC 3006",$635,2,1,1,Apartment / Unit / Flat
"125/56 Nicholson Street, 
ABBOTSFORD VIC 3067",$640 per week,2,2,1,Apartment / Unit / Flat
"404/6 Acacia Pl, 
ABBOTSFORD VIC 3067",$640 weekly,2,2,1,Apartment / Unit / Flat
"305/251 Johnston Street, 
ABBOTSFORD VIC 3067",$640,2,2,1,Apartment / Unit / Flat
"8/168 Victoria Avenue, 
ALBERT PARK VIC 3206",$640,2,1, ,Apartment / Unit / Flat
"4/43-45 Winbirra Parade, 
ASHWOOD VIC 3147",$640,3,2,2,Townhouse
