Address,Prices,Bedroom,Bathroom,Parking,Type
"122 Newbury Boulevard, 
CRAIGIEBURN VIC 3064",$461.00,3,2,2,Townhouse
"14 Oakgrove Drive, 
CRAIGIEBURN VIC 3064","$460.00 P/W $2,000 PCM",3,2,2,House
"14/1-3 Princess Street, 
ST ALBANS VIC 3021",$462, ,1,2,Studio
"8 Ackerman Street, 
ARMSTRONG CREEK VIC 3217",$465.00,3,2,1,House
"23 Graziers Crescent, 
CLYDE NORTH VIC 3978",$465,4,2,2,House
"21 Oriel Road, 
DONNYBROOK VIC 3064",$465,4,2,2,House
"2/77 Gipps St, 
EAST MELBOURNE VIC 3002",$465 weekly,2,1,1,Apartment / Unit / Flat
"94 Heatherhill Road, 
FRANKSTON VIC 3199",$465.00,3,2,2,House
"4/147 Grimshaw Street, 
GREENSBOROUGH VIC 3088",$495pw,2,2,3,Townhouse
"8 The Glade, 
HAMPTON PARK VIC 3976",LEASED BY CARE PROPERTY MANAGEMENT,3,2,2,House
"3/81 Lower Heidelberg Road, 
IVANHOE VIC 3079",$465.00,2,1,1,Apartment / Unit / Flat
"206/102 Rankins Road, 
KENSINGTON VIC 3031",$465pw/$2021pcm,1,1,1,Apartment / Unit / Flat
"10/291 Cranbourne Frankston Road, 
LANGWARRIN VIC 3910",$465 per week,2,1,2,Apartment / Unit / Flat
"188 Paterson Drive, 
LYNBROOK VIC 3975",$465 per week| LEASED,3,1,2,House
"10 Library Road, 
MAMBOURIN VIC 3024",$465 Per Week,4,2,2,House
"11 Redington Drive, 
NOBLE PARK NORTH VIC 3174",$465,3,1,1,House
"108/10-13 Porter Street, 
PRAHRAN VIC 3181",$465,1,1,1,Apartment / Unit / Flat
"102 Grandview Avenue, 
RYE VIC 3941",$465 pw,2,2,1,House
"7/40-42 Marne St, 
SOUTH YARRA VIC 3141",$465.00,1,1, ,Apartment / Unit / Flat
"62 Windsor Avenue, 
SPRINGVALE VIC 3171",$465,3,1,1,House
