Address,Prices,Bedroom,Bathroom,Parking,Type
"133 Lower Heidelberg Road, 
IVANHOE EAST VIC 3079",$820.00,3,2,3,House
"14 Drury Street, 
KENSINGTON VIC 3031",$820 per week,3,2,2,House
"14 Isabelle Avenue, 
KEYSBOROUGH VIC 3173",$820,5,3,2,House
"225/803 Dandenong Road, 
MALVERN EAST VIC 3145",$820 per week,3,2,3,Apartment / Unit / Flat
"3712/134-160 Spencer Street, 
MELBOURNE VIC 3000",$820 per week,2,2, ,Apartment / Unit / Flat
"148/283 Spring Street, 
MELBOURNE VIC 3000",$820.00,3,1,1,Apartment / Unit / Flat
"3013/22-24 Jane Bell Lane, 
MELBOURNE VIC 3000",$820,2,2,2,House
"105 John Liston Drive, 
NEWPORT VIC 3015",$820 per week,4,2,2,House
"1/26 Bethell Street, 
ORMOND VIC 3204",$820 per week,3,2,1,Townhouse
"4/2 Macarthur Road, 
PARKVILLE VIC 3052",$820 PW,2,2,1,Apartment / Unit / Flat
"23 Lambert Street, 
RICHMOND VIC 3121",$820 pw,3,2,1,House
"54 Lyndhurst Street, 
RICHMOND VIC 3121",$820.00 per week,3,2,1,House
"1/183 Dromana Parade, 
SAFETY BEACH VIC 3936",$820pw,4,3,2,Townhouse
"704/7 Claremont Street, 
SOUTH YARRA VIC 3141",$820,2,2,1,Apartment / Unit / Flat
"191 Kerferd Road, 
ALBERT PARK VIC 3206",$825.00,2,2,1,Townhouse
"242 Canning Street, 
CARLTON NORTH VIC 3054",$825,2,1, ,House
"129 Newry Street, 
CARLTON NORTH VIC 3054",$825.00,2,1, ,House
"129 Newry Street, 
CARLTON NORTH VIC 3054",$825.00,2,1, ,House
"101/777 Glen Huntly Road, 
CAULFIELD VIC 3162",$825 per week,3,2,2,Apartment / Unit / Flat
"6 Calista Court, 
ELSTERNWICK VIC 3185",$825 per week,3,1,1,House
