Address,Prices,Bedroom,Bathroom,Parking,Type
"1023 Dandenong Road, 
MALVERN EAST VIC 3145",From $240 per week,1,1, ,Apartment / Unit / Flat
"32 St Edmonds Road, 
PRAHRAN VIC 3181",From $240 per week, ,1, ,Apartment / Unit / Flat
"42 Porter Street, 
PRAHRAN VIC 3181",From $240 per week,1,1, ,Apartment / Unit / Flat
"27 Weldon Street, 
TARNEIT VIC 3029",$240 per week,1,1,1,House
"126 Edith Street, 
TARNEIT VIC 3029",$240 per week,1,1,1,House
"5/7 Parker Street, 
WERRIBEE VIC 3030",$240,1,1, ,House
CHELSEA VIC 3196,Leased,2,1,1,Apartment / Unit / Flat
"386 Burwood Highway, 
BURWOOD VIC 3125",APPLY NOW - From $245 per week,1,1, ,Apartment / Unit / Flat
"6/28 Sydney Street, 
ALBION VIC 3020",$250.00,1,1,1,Apartment / Unit / Flat
"2/61 Tucker Street, 
BREAKWATER VIC 3219",$250 weekly,1,1,1,Apartment / Unit / Flat
"308 Burwood Highway, 
BURWOOD VIC 3125",APPLY NOW - Studio From $250/w & 2 Bed From $385/w,1,1,11,Apartment / Unit / Flat
"1/5 Browns Road, 
CLAYTON VIC 3168",$250 p.w.,6,3, ,Apartment / Unit / Flat
"117-119 Ballarat Road, 
FOOTSCRAY VIC 3011",From $250 per week,1,1, ,Apartment / Unit / Flat
"Room 3/39A Culcairn Drive, 
FRANKSTON SOUTH VIC 3199",$250.00,1,1, ,Studio
"4/18 Petkell Parade, 
GROVEDALE VIC 3216",UNDER OFFER,1,1, ,House
"35 Dunne Street, 
KINGSBURY VIC 3083",$250 per week,1,3,2,House
"60 Waverley Road, 
MALVERN EAST VIC 3145",From $250 per week,1,1, ,Apartment / Unit / Flat
NOBLE PARK VIC 3174,Leased,2,1,1,Apartment / Unit / Flat
"6 High Street, 
NORTH MELBOURNE VIC 3051",From $250.00 per week,1,1, ,Apartment / Unit / Flat
"226 Normanby Road, 
NOTTING HILL VIC 3168",From $250 per week,1,1, ,House
