Address,Prices,Bedroom,Bathroom,Parking,Type
"808/250 St Kilda Road, 
SOUTHBANK VIC 3006","$1,250 per week",2,2,2,Apartment / Unit / Flat
"211 Park Street, 
SOUTH MELBOURNE VIC 3205",$1275 per week,3,2,1,House
"26 Heatherbrae Avenue, 
CAULFIELD VIC 3162",$1280 per week,5,3,2,House
"5503/260 Spencer Street, 
MELBOURNE VIC 3000","$1,280 per week",3,2,1,Apartment / Unit / Flat
"46 Milroy Street, 
BRIGHTON EAST VIC 3187","$1,290.00",4,2,2,House
"4002/105 Clarendon Street, 
SOUTHBANK VIC 3006",Furnished$1290 per week,3,2,1,Apartment / Unit / Flat
"1A Erowal Street, 
BEAUMARIS VIC 3193","$1,295 pw",4,2,2,Townhouse
"172/350 St Kilda Road, 
MELBOURNE VIC 3000",$1295 Per Week,2,2,2,Apartment / Unit / Flat
"6 Turnbull Avenue, 
TOORAK VIC 3142",$1295 Per Week,3,2,2,House
"6 Clarendon Street, 
ARMADALE VIC 3143","$1,300.00 Per Week",3,2,1,House
"23 Oakley Drive, 
AVONDALE HEIGHTS VIC 3034","$1,300.00 per week",5,3,2,House
"6 Tramway Parade, 
BEAUMARIS VIC 3193","$1,300 weekly",4,2,2,House
"3A Mavho Street, 
BENTLEIGH VIC 3204","$1,300",4,3,2,Townhouse
"9A Lancaster Street, 
BENTLEIGH EAST VIC 3165","$1,300",4,2,2,Townhouse
"67B Castlewood Street, 
BENTLEIGH EAST VIC 3165","$1,300 pw",4,4,1,Townhouse
"198A Blyth Street, 
BRUNSWICK EAST VIC 3057","$1,300.00",4,3,2,Townhouse
"80 King William Street, 
FITZROY VIC 3065",$1300pw / $5649pcm,3,1, ,House
"583 Brunswick Street, 
FITZROY NORTH VIC 3068","$1,300.00",6,2, ,House
"28 Poath Road, 
HUGHESDALE VIC 3166","$1,300",7,2,3,House
"4803A/260 Spencer Street, 
MELBOURNE VIC 3000","$1,300",3,2,1,Apartment / Unit / Flat
