Address,Prices,Bedroom,Bathroom,Parking,Type
"29 Gagan Cres, 
SOUTH MORANG VIC 3752",$600pw / $2608pcm,3,2,2,Townhouse
"304/35 Simmons Street, 
SOUTH YARRA VIC 3141",$600.00,2,1,1,Apartment / Unit / Flat
"908/3 Yarra Street, 
SOUTH YARRA VIC 3141",$600.00 per week,2,1,1,Apartment / Unit / Flat
"203/25 Wilson st, 
SOUTH YARRA VIC 3141",$600,2,1,1,Apartment / Unit / Flat
"2/67 Darling Street, 
SOUTH YARRA VIC 3141",$600 per week,2,1,1,Apartment / Unit / Flat
"4/25 Adams Street, 
SOUTH YARRA VIC 3141",$600 Per Week,1,1, ,Apartment / Unit / Flat
"6/33 Kensington Road, 
SOUTH YARRA VIC 3141",$600.00,2,1,1,Apartment / Unit / Flat
"93-119 Kavanagh St, 
SOUTHBANK VIC 3006",$600,1,1, ,Apartment / Unit / Flat
"1208/163 City Road, 
SOUTHBANK VIC 3006",$600.00,3,2,1,Apartment / Unit / Flat
"4515/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",$600,2,1, ,Apartment / Unit / Flat
"809/80 Clarendon Street, 
SOUTHBANK VIC 3006",$600.00,1,1,1,Apartment / Unit / Flat
"1501/283 City Road, 
SOUTHBANK VIC 3006",$600,2,1, ,Apartment / Unit / Flat
"3501/241 City Road, 
SOUTHBANK VIC 3006",$600 per week Unfurnished,2,1, ,Apartment / Unit / Flat
"1807/245 City Road, 
SOUTHBANK VIC 3006",$600 pw,2,1, ,Apartment / Unit / Flat
"2009/45 Clarke Street, 
SOUTHBANK VIC 3006",$600 pw,2,1, ,Apartment / Unit / Flat
"1312/25 Coventry Street, 
SOUTHBANK VIC 3006",$600 per week - Fully Furnished,1,1, ,Apartment / Unit / Flat
"157/22 Kavanagh Street, 
SOUTHBANK VIC 3006",$600.00,2,1,1,Apartment / Unit / Flat
"307/83 Queens Bridge Street, 
SOUTHBANK VIC 3006",$600/wk,2,1,1,Apartment / Unit / Flat
"710/118 Kavanagh Street, 
SOUTHBANK VIC 3006",$600.00,2,1,1,Apartment / Unit / Flat
"4203/11 Bale Circuit, 
SOUTHBANK VIC 3006",$600,1,1, ,Apartment / Unit / Flat
