Address,Prices,Bedroom,Bathroom,Parking,Type
"6 Madden Drive, 
SOUTH MORANG VIC 3752",$500 per week,3,2,2,House
"4/34 Tivoli Road, 
SOUTH YARRA VIC 3141",$500 per week,1,1,1,Apartment / Unit / Flat
"403/33 Claremont Street, 
SOUTH YARRA VIC 3141",$500 per week,1,1,1,Apartment / Unit / Flat
"1215/35 Malcolm Street, 
SOUTH YARRA VIC 3141",$500/week,1,1,1,Apartment / Unit / Flat
"1910/3 Yarra St, 
SOUTH YARRA VIC 3141",$500 weekly,1,1, ,Apartment / Unit / Flat
"202/45 Claremont Street, 
SOUTH YARRA VIC 3141",$500 Per Week,1,1, ,Apartment / Unit / Flat
"513/229 Toorak Road, 
SOUTH YARRA VIC 3141",$500/week,1,1,1,Apartment / Unit / Flat
"702/47 Claremont Street, 
SOUTH YARRA VIC 3141",$500 weekly,1,1, ,Apartment / Unit / Flat
"604/35 Wilson Street, 
SOUTH YARRA VIC 3141",$500,1,1,1,Apartment / Unit / Flat
"1106/60 kavanagh Street, 
SOUTHBANK VIC 3006",$500.00,1,1, ,Apartment / Unit / Flat
"601/118 Kavanagh Street, 
SOUTHBANK VIC 3006",$500.00,1,1, ,Apartment / Unit / Flat
"409/39 Coventry Street, 
SOUTHBANK VIC 3006",$500 Fully Furnished,1,1, ,Apartment / Unit / Flat
"101/22 Kavanagh Street, 
SOUTHBANK VIC 3006",$500.00,1,1,1,Apartment / Unit / Flat
"501/33 City Road, 
SOUTHBANK VIC 3006",$500 pw,1,1, ,Apartment / Unit / Flat
"705/43 Hancock Street, 
SOUTHBANK VIC 3006",$500 weekly,1,1, ,Apartment / Unit / Flat
"803/33 Coventry Street, 
SOUTHBANK VIC 3006",$500 weekly,1,1, ,Apartment / Unit / Flat
"711/43 Hancock Street, 
SOUTHBANK VIC 3006",$500,1,1, ,Apartment / Unit / Flat
"179/22 Kavanagh Street, 
SOUTHBANK VIC 3006",$500.00,1,1,1,Apartment / Unit / Flat
"51 Hanleth Avenue, 
SPRINGVALE VIC 3171","$500 pw / $2,173 pcm",3,1,2,House
"1/46 Fox Street, 
ST ALBANS VIC 3021",$500,3,2,1,Townhouse
