Address,Prices,Bedroom,Bathroom,Parking,Type
"361 Princess Highway, 
NOBLE PARK VIC 3174",$670,4,2,2,Townhouse
"18 Ashbrook Court, 
OAKLEIGH SOUTH VIC 3167",$670.00 pw,3,1,4,House
"310/166 Rouse Street, 
PORT MELBOURNE VIC 3207",$670,2,1,1,Apartment / Unit / Flat
"42 Hunter St, 
RICHMOND VIC 3121",$670 weekly,2,2, ,House
"1508/681 Chapel Street, 
SOUTH YARRA VIC 3141",$670 per week,2,1,1,Apartment / Unit / Flat
"1112/180 City Road, 
SOUTHBANK VIC 3006",$670.00,2,1,1,Apartment / Unit / Flat
"809/3-5 St Kilda Road, 
ST KILDA VIC 3182",$670 per week,2,2, ,Apartment / Unit / Flat
"8 Forbes Place, 
TAYLORS HILL VIC 3037",$670.00,4,2,2,House
"7/161 Alexandra Avenue, 
TOORAK VIC 3142",$670 pw,2,1,2,Apartment / Unit / Flat
"4 Colonial Close, 
WHEELERS HILL VIC 3150",$670 pw,4,2,2,House
"11 William Street, 
BRUNSWICK VIC 3056",$700 per week,3,1,1,Townhouse
"401/9 Florence Street, 
BRUNSWICK VIC 3056",$700,2,1, ,Apartment / Unit / Flat
"2217/555 Swanston Street, 
CARLTON VIC 3053",$700,2,2, ,Apartment / Unit / Flat
"1/2 Olive Street, 
CLAYTON SOUTH VIC 3169",$700 p/w,3,2,1,Apartment / Unit / Flat
"102s/883 Collins Street, 
DOCKLANDS VIC 3008",$700,2,2,1,Apartment / Unit / Flat
"25 Van Ness Avenue, 
MARIBYRNONG VIC 3032",$700.00 per week,4,2,4,House
"5410/135 A‘BECKETT STREET, 
MELBOURNE VIC 3000",$700 Per Week,2,1, ,Apartment / Unit / Flat
"137 Mansfield Street, 
THORNBURY VIC 3071",$700,2,2,1,Townhouse
"2/92 Bowes Avenue, 
AIRPORT WEST VIC 3042",$675 Per Week,3,2,2,Townhouse
"40 Thomson Dr, 
BARWON HEADS VIC 3227",$675 weekly,3,1,2,House
