Address,Prices,Bedroom,Bathroom,Parking,Type
"132A Gertrude Street, 
FITZROY VIC 3065","$1,020pw/$4,432pcm",1,1,1,Apartment / Unit / Flat
"131 George Street, 
FITZROY VIC 3065","$1,020",3,1, ,House
"1A Mount Pleasant Grove, 
ARMADALE VIC 3143",$1025.00 Per Week,3,1, ,House
"304/960 High Street, 
ARMADALE VIC 3143",$1025 Per Week,3,2,2,Apartment / Unit / Flat
"655a Hampton Street St, 
BRIGHTON VIC 3186","$1,025 per week",3,2,2,House
"31 Gladstone Street, 
WINDSOR VIC 3181",$1025 per week,4,1, ,House
"143 Peel Street, 
NORTH MELBOURNE VIC 3051","$1,030",5,2, ,House
"38 Lobb Street, 
BRUNSWICK VIC 3056","$1,080",4,2,1,House
"4114/70 Southbank Boulevard, 
SOUTHBANK VIC 3006","$1,036",1,1, ,Apartment / Unit / Flat
"61 Fairbairn Road, 
TOORAK VIC 3142","$1,100",3,2, ,House
"5 Edward Street, 
ARMADALE VIC 3143",$1050 Per Week,3,2,2,House
"1/109 Nepean Highway, 
ASPENDALE VIC 3195","$1,050",3,3,2,Townhouse
"33B Vasey Street, 
BENTLEIGH EAST VIC 3165","$1,050.00",4,3,2,Townhouse
"14B Adrian Street, 
BENTLEIGH EAST VIC 3165","$1,050.00",4,3,2,Townhouse
"1A Marylin Court, 
BENTLEIGH EAST VIC 3165","$1,050",4,2,2,Townhouse
"72 Albion St, 
BRUNSWICK EAST VIC 3057","$1,050 per week",3,2,2,House
"531 Lygon Street, 
CARLTON NORTH VIC 3054","$1,050.00",4,1, ,House
"2/11 Richard Street, 
GLEN WAVERLEY VIC 3150","$1,050",4,3,2,Townhouse
"24 Daff Avenue, 
HAMPTON EAST VIC 3188","$1,050 pw",4,2,2,House
"7 Senior Court, 
HIGHTON VIC 3216","$1,050",7,2,2,House
