Address,Prices,Bedroom,Bathroom,Parking,Type
"Carpark5808/135 A'Beckett Street, 
MELBOURNE VIC 3000",$70 per week, , ,1,House
"Carpark401/135 A'Beckett Street, 
MELBOURNE VIC 3000",$70 per week, , ,1,House
"Carpark402/135 A'Beckett Street, 
MELBOURNE VIC 3000",$70 per week, , ,1,House
"2658/181 Exhibition Street, 
MELBOURNE VIC 3000",$85.00 PER WEEK | $369 P.C.M,1,1, ,Apartment / Unit / Flat
"2/93 The Avenue, 
OCEAN GROVE VIC 3226",Contact Agent,2,1,1,Apartment / Unit / Flat
"405/488 Swanston St, 
CARLTON VIC 3053",Contact Agent,2,1, ,Apartment / Unit / Flat
"7/93 Dandenong Rd, 
FRANKSTON VIC 3199",Contact Agent,2,1, ,Apartment / Unit / Flat
"307/99 A'Beckett St, 
MELBOURNE VIC 3000",Contact Agent,1,1, ,Apartment / Unit / Flat
"13/8 Sydney St, 
PRAHRAN VIC 3181",Contact Agent,1,1,1,Apartment / Unit / Flat
"30 Daly Boulevard, 
HIGHTON VIC 3216",$130,9,2,2,House
"214/278 Charman Rd, 
CHELTENHAM VIC 3192",Contact Agent,1,1, ,Apartment / Unit / Flat
"18 Cedarville Close, 
HIGHTON VIC 3216",$140,1,2,6,House
"Berth 5274 Martha Cove Waterway, 
SAFETY BEACH VIC 3936",$140 per week,1,1, ,House
"1102/35 Albert, 
MELBOURNE VIC 3004",Contact Agent,2,2,1,Apartment / Unit / Flat
"2209/668 Bourke St, 
MELBOURNE VIC 3000",Contact Agent,2,1,1,Apartment / Unit / Flat
"3004/141 La Trobe St, 
MELBOURNE VIC 3000",Contact Agent,1,1, ,Apartment / Unit / Flat
"905/435 Nepean Highway, 
FRANKSTON VIC 3199",$150 Per Night, ,1, ,Apartment / Unit / Flat
"123 Thornhill Road, 
HIGHTON VIC 3216",$150,1,4,3,House
"Room 8/8 Melwood Court, 
MEADOW HEIGHTS VIC 3048",$150 pw,1,1, ,Apartment / Unit / Flat
"2 Clunes Street, 
KINGSBURY VIC 3083",$160pw / $695pcm,8,2, ,House
