Address,Prices,Bedroom,Bathroom,Parking,Type
"2/53 Royal Avenue, 
SPRINGVALE VIC 3171",$320,2,1, ,Apartment / Unit / Flat
"6/128 East Esplanade, 
ST ALBANS VIC 3021",$320 per week,2,1,1,Apartment / Unit / Flat
"5/110 Station Street, 
THOMASTOWN VIC 3074",$320 per week,2,1,1,Apartment / Unit / Flat
"9/50 Normanby Avenue, 
THORNBURY VIC 3071",$320 Per Week,1,1,1,Apartment / Unit / Flat
"6/42-48 Cottrell Street, 
WERRIBEE VIC 3030",$320 per week,2,1,1,Apartment / Unit / Flat
"1/4 Nebo Court, 
WERRIBEE VIC 3030",$320 per week,2,1,1,Apartment / Unit / Flat
"13 Austin, 
WERRIBEE VIC 3030",$320 per week, ,1, ,Studio
"23/132 Rupert Street, 
WEST FOOTSCRAY VIC 3012",$320.00,1,1,1,Apartment / Unit / Flat
"11/43-45 Church Street, 
WEST FOOTSCRAY VIC 3012",Under Application!,1,1,1,House
"2/85 Henry Street, 
WINDSOR VIC 3181",$320.00 per week,1,1,1,Apartment / Unit / Flat
"702/59 Paisley Street, 
FOOTSCRAY VIC 3011",$323 per week,2,2,1,Apartment / Unit / Flat
"50 Avalon Road, 
AVALON VIC 3212",Expressions of Interest,1,1,1,Vacant land
"2/204 High Street, 
BELMONT VIC 3216",$325.00,1,1,1,Apartment / Unit / Flat
"4/548 Moreland Road, 
BRUNSWICK WEST VIC 3055",$325,1,1, ,Apartment / Unit / Flat
"611/127 Leicester Street, 
CARLTON VIC 3053",$325 per week,1,1, ,Studio
"504/50 Barry Street, 
CARLTON VIC 3053",$325 per week,1,1, ,Studio
"111/50 Barry Street, 
CARLTON VIC 3053",$325 per week,1,1, ,Studio
"502/50 Barry Street, 
CARLTON VIC 3053",$325 per week,1,1, ,Studio
"607/50 Barry Street, 
CARLTON VIC 3053",$325 per week,1,1, ,Studio
"5 Dudley Street, 
CAULFIELD EAST VIC 3145",From $325 per week, , , ,Apartment / Unit / Flat
