Address,Prices,Bedroom,Bathroom,Parking,Type
"35 Brighton Road, 
ST KILDA VIC 3182","$1,200.00",4,2,1,House
"7 King Street, 
ST KILDA EAST VIC 3183",THE DEAL: UNDER OFFER,3,2, ,House
"203/315 Beaconsfield Parade, 
ST KILDA WEST VIC 3182","$1,200 per week",2,2,2,Apartment / Unit / Flat
"3/2B ST Georges Road, 
TOORAK VIC 3142","$1,200.00",2,3,2,Apartment / Unit / Flat
"2/9 Church Street, 
TOORAK VIC 3142","$1,200.00",3,2,1,Apartment / Unit / Flat
"32 Mill Lane, 
WILLIAMSTOWN VIC 3016","$1,200",4,2,2,Townhouse
YARRAMBAT VIC 3091,"$1,200 per week",4,3,8,House
"101/154 Chapel Street, 
ST KILDA VIC 3182",$1204pw - Stay 1 mth+,2,2,1,Apartment / Unit / Flat
"108 Cromer Road, 
BEAUMARIS VIC 3193","$1,225",4,2,2,Townhouse
"110/250 Elizabeth Street, 
MELBOURNE VIC 3000",$1225pw - Stay 1 mth+,1,1,1,Apartment / Unit / Flat
"202/45 Nott Street, 
PORT MELBOURNE VIC 3207",$1232pw - Stay 1 mth+,1,1,1,Apartment / Unit / Flat
"87 Mimosa Road, 
CARNEGIE VIC 3163","$1,300",4,2,3,House
"2/14 Laurel Street, 
BENTLEIGH EAST VIC 3165","$1,250 per week",2,2,1,Apartment / Unit / Flat
"10a Huntingdon Road, 
BENTLEIGH EAST VIC 3165","$1,250",5,4,2,House
"1/43B Arkaringa Crescent, 
BLACK ROCK VIC 3193","$1,250 pw",5,3,2,Townhouse
"23 Hammond Street, 
BRIGHTON VIC 3186","$1,250.00",3,2,2,House
"30B Robinson Street, 
BRIGHTON EAST VIC 3187","$1,250.00",3,3,2,Townhouse
"137 Union St, 
BRIGHTON EAST VIC 3187",$1250 per week,4,2,2,House
"1A Moon Street, 
BRIGHTON EAST VIC 3187","$1,250.00",4,3,2,Townhouse
"5 Elm Grove, 
BRUNSWICK EAST VIC 3057","$1,250 Per Week",4,3,2,House
