Address,Prices,Bedroom,Bathroom,Parking,Type
"2209/285 La Trobe Street, 
MELBOURNE VIC 3000",$525,1,1, ,Apartment / Unit / Flat
"4407/228 La Trobe Street, 
MELBOURNE VIC 3000",$525,1,1, ,Apartment / Unit / Flat
"513/422 Collins Street, 
MELBOURNE VIC 3000",$525 per week,1,1, ,Apartment / Unit / Flat
"10/1-3 Brindisi Street, 
MENTONE VIC 3194",$525.00,2,1,1,Apartment / Unit / Flat
"21 Charlton Street, 
MOUNT WAVERLEY VIC 3149",$525 pw,4,2,1,House
"105/436-442 Huntingdale Road, 
MOUNT WAVERLEY VIC 3149",$525.00,2,1,1,Apartment / Unit / Flat
"39 Wattle Grove, 
MULGRAVE VIC 3170",$525.00,3,1,1,Apartment / Unit / Flat
"15 Chateau Avenue, 
NARRE WARREN VIC 3805","$525 Per Week/ $2,281 PCM",4,2, ,House
"208/150 Peel Street, 
NORTH MELBOURNE VIC 3051",$525.00,1,1,1,Apartment / Unit / Flat
"645 Queensberry Street, 
NORTH MELBOURNE VIC 3051",$525.00,2,1, ,House
"511/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",$525,1,1, ,Apartment / Unit / Flat
"2A Lawson Street, 
OAKLEIGH EAST VIC 3166",$525.00 Per Week,3,1,2,Apartment / Unit / Flat
"18 Kings Court, 
OAKLEIGH EAST VIC 3166",$525 per week,3,3,1,Townhouse
"22B York Street, 
PASCOE VALE SOUTH VIC 3044",$525 PW / $2281 PCM,2,1,1,Townhouse
"117/99 Dow Street, 
PORT MELBOURNE VIC 3207",$525,2,1,1,Apartment / Unit / Flat
"131A Fenwick Street, 
PORTARLINGTON VIC 3223",$525,3,2,2,House
"1/14 Miller Street, 
PRAHRAN VIC 3181","$525 per week / $2,281 pcm",2,1,1,Apartment / Unit / Flat
"2/18 McDonald Street, 
PRESTON VIC 3072",$525.00,2,1,1,Apartment / Unit / Flat
"36 Massey Avenue, 
RESERVOIR VIC 3073",$525 per week,3,1,4,House
"45 Rathcown Road, 
RESERVOIR VIC 3073",$525pw / $2281,4,2,2,House
