Address,Prices,Bedroom,Bathroom,Parking,Type
"2103B/250 Spencer St, 
MELBOURNE VIC 3000",$560 per week,1,1, ,Apartment / Unit / Flat
"204/565 Flinders Street, 
MELBOURNE VIC 3000",$560 per week,2,1, ,Apartment / Unit / Flat
"2901/81 ABeckett Street, 
MELBOURNE VIC 3000",$560,1,1, ,Apartment / Unit / Flat
"2309/135 A'Beckett Street, 
MELBOURNE VIC 3000",$560,1,1, ,Apartment / Unit / Flat
"4906/33 Rose Lane, 
MELBOURNE VIC 3000",$560.00,1,1, ,Apartment / Unit / Flat
"1404/327 La Trobe St, 
MELBOURNE VIC 3000",Furnished$560 per week,1,1, ,Apartment / Unit / Flat
"2/6 Anthony Street, 
MELBOURNE VIC 3000",$560.00,2,1,1,Apartment / Unit / Flat
"6203b/639 Little Lonsdale Street, 
MELBOURNE VIC 3000",$560,1,1, ,Apartment / Unit / Flat
"1309/285 La Trobe Street, 
MELBOURNE VIC 3000",$560,1,1, ,Apartment / Unit / Flat
"5401/135 A'Beckett Street, 
MELBOURNE VIC 3000",$560,1,1, ,Apartment / Unit / Flat
"5310/228 La Trobe Street, 
MELBOURNE VIC 3000",$560 per week,1,1, ,Apartment / Unit / Flat
"4006/228 La Trobe Street, 
MELBOURNE VIC 3000",$560 per week,1,1, ,Apartment / Unit / Flat
"3805/318 Russell Street, 
MELBOURNE VIC 3000",$560 per week,1,1, ,Apartment / Unit / Flat
"Level33/442 Elizabeth Street, 
MELBOURNE VIC 3000",$560 per week,1,1, ,Apartment / Unit / Flat
"1506/135 Abeckett Street, 
MELBOURNE VIC 3000",$560 per week,1,1, ,Apartment / Unit / Flat
"4 Guardian Street, 
MICKLEHAM VIC 3064",$560 per week,4,2,2,House
"35 Moonlight Way, 
MICKLEHAM VIC 3064",$560,4,2,2,House
"7/3 Manikato Avenue, 
MORDIALLOC VIC 3195",$560 per week,2,1,2,Apartment / Unit / Flat
"6/121 Mcdonald Street, 
MORDIALLOC VIC 3195",$560 per week,2,1,1,Apartment / Unit / Flat
"13 Gravity Drive, 
MOUNT DUNEED VIC 3217",$560pw,4,2,2,House
