Address,Prices,Bedroom,Bathroom,Parking,Type
"35 Hunter Street, 
MALVERN VIC 3144","$1,200 Per Week",3,2,1,House
"50A Hall Street, 
MCKINNON VIC 3204",$1200 pw,4,3,1,Townhouse
"5/300 King Street, 
MELBOURNE VIC 3000",$1200 per week,3,2,1,Apartment / Unit / Flat
"325 Collins Street, 
MELBOURNE VIC 3000",$1200 pw Furnished,2,2, ,Apartment / Unit / Flat
"63 La Trobe Street, 
MELBOURNE VIC 3000",$1200/per week,2,2,1,Apartment / Unit / Flat
"2604C/250 Spencer Street, 
MELBOURNE VIC 3000","$1,200.00",3,2, ,Apartment / Unit / Flat
"1203/1 Roy Street, 
MELBOURNE VIC 3004",$1200pw-Amazing Views!,3,2,2,Apartment / Unit / Flat
"3805/601 Little Lonsdale Street, 
MELBOURNE VIC 3000",$1200/week,3,2,1,Apartment / Unit / Flat
"2B Linton Street, 
MOORABBIN VIC 3189","$1,100.00",4,3,1,Townhouse
"49 Millbank Drive, 
MOUNT ELIZA VIC 3930","$1,200",4,2,4,House
"23 Park Drive, 
PARKVILLE VIC 3052","$1,200",6,2,1,House
"78 Lewisham Road, 
PRAHRAN VIC 3181",$1200 per week,3,1, ,House
"1/183 Stawell Street, 
RICHMOND VIC 3121","$1,200 per week",3,2,1,Townhouse
"5 Goodwin St, 
RICHMOND VIC 3121","$1,200 weekly",3,2,4,House
"12 Kings Place, 
SOUTH MELBOURNE VIC 3205","$1,200 per week *Fully Furnished*",3,2,1,Townhouse
"3007/35 Malcolm Street, 
SOUTH YARRA VIC 3141",$1200/week,2,2,1,Apartment / Unit / Flat
"10 Moffat Street, 
SOUTH YARRA VIC 3141","$1,200.00",3,2, ,House
"1101/18 Yarra Street, 
SOUTH YARRA VIC 3141",$1200/wk,3,2,1,Apartment / Unit / Flat
"31 Cunningham Street, 
SOUTH YARRA VIC 3141","$1,200.00 Per Week",2,2,2,House
"2208/70 Dorcas, 
SOUTHBANK VIC 3006","$1,200",3,3,2,Apartment / Unit / Flat
