Address,Prices,Bedroom,Bathroom,Parking,Type
"81 James Cook Drive, 
MELTON WEST VIC 3337",$410,3,2,2,House
"2 Pascoe Court, 
MELTON WEST VIC 3337",$410,3,2,2,House
"21/30 Mentone Parade, 
MENTONE VIC 3194",$410.00,1,1,1,Apartment / Unit / Flat
"3/49 Balcombe Road, 
MENTONE VIC 3194",$410.00,2,1,1,Apartment / Unit / Flat
"6/12 Leicester Avenue, 
MOUNT ELIZA VIC 3930",$410 / wk,1,1,1,Apartment / Unit / Flat
"22 Wilton Avenue, 
NEWCOMB VIC 3219",$410 per week,3,1,2,House
"4/15 Speight Street, 
NEWPORT VIC 3015",$410.00,2,1,1,Apartment / Unit / Flat
"580 Bell Street, 
PASCOE VALE SOUTH VIC 3044",$410 per week,3,1,2,House
"12/446 BELL Street, 
PRESTON VIC 3072",$410,2,2,1,Apartment / Unit / Flat
"10 Reservoir Street, 
RESERVOIR VIC 3073","$410pw, $1782 pcm",2,1,1,House
"4/860 Point Nepean Road, 
ROSEBUD VIC 3939",$410 p/week,2,1,1,Apartment / Unit / Flat
"G04/252 Bay Road, 
SANDRINGHAM VIC 3191","$410pw / $1,782pcm",1,1,1,Apartment / Unit / Flat
"11/5-9 Claude Street, 
SEAFORD VIC 3198",$410 / wk,2,1,2,House
"905N/229 Toorak Road, 
SOUTH YARRA VIC 3141",$410.00 per week,1,1, ,Apartment / Unit / Flat
"2/59 Albion Street, 
SOUTH YARRA VIC 3141",$410,2,1,1,Apartment / Unit / Flat
"3/24 Balmoral Avenue, 
SPRINGVALE VIC 3171",$410,2,1, ,Apartment / Unit / Flat
"76 East Esplanade, 
ST ALBANS VIC 3021",$410 per week,3,1, ,House
"4/76 Pakington Street, 
ST KILDA VIC 3182",$410 per week,1,1,1,Apartment / Unit / Flat
"11 Hatfield Street, 
STRATHTULLOH VIC 3338",$410 per week,3,2,2,House
"3/4 Herbert Crescent, 
SUNBURY VIC 3429",$410,2,1,1,Apartment / Unit / Flat
