Address,Prices,Bedroom,Bathroom,Parking,Type
"L03/68 La Trobe Street, 
MELBOURNE VIC 3000",$390.00,1,1, ,Apartment / Unit / Flat
"198 Coburns Road, 
MELTON VIC 3337",$390,3,2,1,House
"1/38 Equine Circuit, 
MELTON SOUTH VIC 3338",$390,3,2,1,House
"10 Colonial Way, 
MELTON WEST VIC 3337",$390 pw,3,2,1,House
"3/17 Queen Street, 
MORNINGTON VIC 3931",$390 per week,2,1,1,Apartment / Unit / Flat
"3/97 Blackshaws Road, 
NEWPORT VIC 3015",$390,2,1,1,Apartment / Unit / Flat
"2/5 Raglan Street, 
NEWTOWN VIC 3220",$390,2,1,1,Apartment / Unit / Flat
"2b Stinton Avenue, 
NEWTOWN VIC 3220",$390 pw,2,1, ,House
"59 Kent Road, 
PASCOE VALE VIC 3044",$390.00 per week,2,1,1,House
"2/9 Kent Lane, 
PRAHRAN VIC 3181",$390.00,1,1, ,Apartment / Unit / Flat
"4/75 Rowena Parade, 
RICHMOND VIC 3121",$390,1,1, ,Apartment / Unit / Flat
"83 Boneo Road, 
ROSEBUD VIC 3939",$390 weekly,2,1,2,House
"1/108 Rosebud Parade, 
ROSEBUD VIC 3939",$390 weekly,2,1,1,House
"66 Shane Avenue, 
SEABROOK VIC 3028",$390.00 per week,3,1,2,House
"2/136 Austin Road, 
SEAFORD VIC 3198",$390 per week,2,1,1,Apartment / Unit / Flat
"5/9-11 Barnsbury Road, 
SOUTH YARRA VIC 3141",$390pw,1,1,1,Apartment / Unit / Flat
"25 Stradbroke Drive, 
ST ALBANS VIC 3021",$390,3,1,2,House
"9/366 Pascoe Vale rd, 
STRATHMORE VIC 3041",$390,2,1,1,Apartment / Unit / Flat
"15 Augusta Wy, 
STRATHTULLOH VIC 3338",$390 weekly,3,2,1,House
"6/10-12 Horne Street, 
SUNBURY VIC 3429",$390,2,1,1,Apartment / Unit / Flat
