Address,Prices,Bedroom,Bathroom,Parking,Type
"512/4 Young Street, 
MOONEE PONDS VIC 3039",$630 per week,2,1,1,Apartment / Unit / Flat
"11 Cash Grove, 
MOUNT WAVERLEY VIC 3149",$630,3,1,3,House
"1 Louisa Court, 
NARRE WARREN VIC 3805",$630 per week,4,2,2,House
"6 Coulter Street, 
NEWCOMB VIC 3219",$630.00,3,2, ,House
"4.07/69 Flemington Road, 
NORTH MELBOURNE VIC 3051",$630 per week,2,1, ,Apartment / Unit / Flat
"2/311 Gaffney Street, 
PASCOE VALE VIC 3044",$630.00,3,2,2,Townhouse
"116 Farrell Street, 
PORT MELBOURNE VIC 3207",$630 per week,2,1, ,House
"682 Bell Street, 
PRESTON VIC 3072",$630.00,2,2,1,Townhouse
"128F Raglan Street, 
PRESTON VIC 3072",$630 per week,2,1,1,Townhouse
"77 Avon Road, 
RYE VIC 3941",$630.00 pw - LEASED!!,3,2, ,House
"1/17 James Street, 
SEDDON VIC 3011",$630.00,3,1, ,House
"4/77 Victoria Street, 
SEDDON VIC 3011",$630 P/W,3,2,1,Apartment / Unit / Flat
"86/88 Park Street, 
SOUTH MELBOURNE VIC 3205",$630 per week - Under Application,2,2,1,Apartment / Unit / Flat
"701/99 Palmerston Crescent, 
SOUTH MELBOURNE VIC 3205",$650 per week,2,2,1,Apartment / Unit / Flat
"5406/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",$630/w,2,1, ,Apartment / Unit / Flat
"1705/163 City Road, 
SOUTHBANK VIC 3006",$630.00,2,2,1,Apartment / Unit / Flat
"3/91 Dodds Street, 
SOUTHBANK VIC 3006",$630.00,2,1,1,Apartment / Unit / Flat
"1201/9 Power Street, 
SOUTHBANK VIC 3006",$630 per week,2,1, ,Apartment / Unit / Flat
"1309/241 City Road, 
SOUTHBANK VIC 3006",$630.00,2,1, ,Apartment / Unit / Flat
"1106/260 City Rd, 
SOUTHBANK VIC 3006",$630,1,1, ,Apartment / Unit / Flat
