Address,Prices,Bedroom,Bathroom,Parking,Type
"431 Napier Street, 
FITZROY VIC 3065",$895pw / $3889pcm,3,1, ,House
"292 George Street, 
FITZROY VIC 3065",$895.00,2,1, ,House
"227 Barkly Street, 
FITZROY NORTH VIC 3068",$900.00,4,1,2,House
"131 Fleetwood Crescent, 
FRANKSTON SOUTH VIC 3199",$899 / wk,4,2,4,House
"7 Autumn Court, 
GLEN WAVERLEY VIC 3150",$900,4,2,2,House
"31 Botanic Drive, 
GLEN WAVERLEY VIC 3150",$900,4,3,2,Townhouse
"2/34 Panoramic Grove, 
GLEN WAVERLEY VIC 3150",$900 Per Week,6,3,2,Townhouse
"9 Lockley Street, 
HADFIELD VIC 3046",$900 PW / $3911 PCM,4,2,3,House
"204/23-31 Small Street, 
HAMPTON VIC 3188",$900 weekly,3,2,2,Apartment / Unit / Flat
"1/4 Royal Terrace, 
HIGHETT VIC 3190",$900.00,4,2,2,Townhouse
"4/26-28 Ivanhoe Parade, 
IVANHOE VIC 3079",$900 per week,3,2,2,Apartment / Unit / Flat
"57 Millewa Ave, 
MALVERN EAST VIC 3145",$900 weekly,3,2,2,House
"72/99 Spring Street, 
MELBOURNE VIC 3000","$1,500 Per Week",3,2,1,Apartment / Unit / Flat
"6805C/250 Spencer Street, 
MELBOURNE VIC 3000",$900 per week,2,2, ,Apartment / Unit / Flat
"2301/157 A'Beckett St, 
MELBOURNE VIC 3000",$900 weekly,2,2, ,Apartment / Unit / Flat
"5602D/648 Lonsdale Street, 
MELBOURNE VIC 3000",$900/week,2,2, ,Apartment / Unit / Flat
"6810/370 Queen Street, 
MELBOURNE VIC 3000",$900.00,2,2,1,Apartment / Unit / Flat
"7809/228 La Trobe Street, 
MELBOURNE VIC 3000",$900/W Furnished,2,2, ,Apartment / Unit / Flat
"407/8 Sutherland Street, 
MELBOURNE VIC 3000",$895 per week,3,2, ,Apartment / Unit / Flat
"3313/228 La Trobe Street, 
MELBOURNE VIC 3000",$900,2,1,2,House
