Address,Prices,Bedroom,Bathroom,Parking,Type
"1408/7 Riverside Quay, 
SOUTHBANK VIC 3006",$950pw - Stay 1 mth+,3,2,1,Apartment / Unit / Flat
"1407/7 Riverside Quay, 
SOUTHBANK VIC 3006",$950pw - Stay 1 mth+,2,2, ,Apartment / Unit / Flat
"4701/35 Queens Bridge Street, 
SOUTHBANK VIC 3006",$950pw - Stay 1 mth+,2,2,1,Apartment / Unit / Flat
"901/1 Balston Street, 
SOUTHBANK VIC 3006",$950.00,3,2,1,Apartment / Unit / Flat
"3301/151 City Road, 
SOUTHBANK VIC 3006",$950.00,3,2,2,Apartment / Unit / Flat
"5003/45 Clarke Street, 
SOUTHBANK VIC 3006",$950 Per Week,3,2,1,Apartment / Unit / Flat
"38A Alexandra Street, 
ST KILDA EAST VIC 3183",$945 per week,3,1, ,House
"57 Old St Leonards Road, 
ST LEONARDS VIC 3223","$1,200 pw High, $950 pw Low, $190 pn",3,1,1,House
"178 Stanley Street, 
WEST MELBOURNE VIC 3003",$950.00,3,2, ,Townhouse
"12 Berry Street, 
YARRAVILLE VIC 3013",$950.00,4,2, ,House
NOTTING HILL VIC 3168,$952pw - First 3 mths stay,2,1,1,Apartment / Unit / Flat
"2/98 Westbury Street, 
BALACLAVA VIC 3183",$960.00,3,3,2,Townhouse
"UNIT 13/18-22 ISLINGTON STREET, 
COLLINGWOOD VIC 3066",$960,3,2,2,Townhouse
"5/7 Overman Court, 
ESSENDON VIC 3040",Contact Agent for price,4,3,2,Townhouse
"1503/63 La Trobe Street, 
MELBOURNE VIC 3000",$960,2,2, ,Apartment / Unit / Flat
"5313D/648 Lonsdale Street, 
MELBOURNE VIC 3000",$960 per week,2,2,1,Apartment / Unit / Flat
"30A Birdrock Avenue, 
MOUNT MARTHA VIC 3934",$960 per week,4,2,2,House
"67 Gordon Street, 
NEWPORT VIC 3015",$960,4,3,3,House
"29B Glanfield Street, 
NORTHCOTE VIC 3070","$960.00 PW / $4,171.00 PCM",3,2,1,Townhouse
"2207/81 City Road, 
SOUTHBANK VIC 3006",$960.00,3,2, ,Apartment / Unit / Flat
