Address,Prices,Bedroom,Bathroom,Parking,Type
"2/60 Kerferd Avenue, 
SORRENTO VIC 3943",$500 per week,2,1,1,Apartment / Unit / Flat
"63 Harmon Avenue, 
ST ALBANS VIC 3021",$500,4,2,2,House
"4 Lay Street, 
TARNEIT VIC 3029",$500,4,2,2,House
"111/150 Dudley Street, 
WEST MELBOURNE VIC 3003",$500,1,1,1,Apartment / Unit / Flat
"2 Butler Grove, 
WYNDHAM VALE VIC 3024",$500,4,2,2,House
"34 Boxer Drive, 
WYNDHAM VALE VIC 3024",$500,4,2,2,House
"27 Vogue Drive, 
WYNDHAM VALE VIC 3024",$500,4,2,2,House
"50 Forrest Green Drive, 
MOUNT DUNEED VIC 3217",UNDER APPLICATION,4,2,2,House
"1002/6 Leicester Street, 
CARLTON VIC 3053",$530 Per Week Partly Furnished,2,1, ,Apartment / Unit / Flat
"35 Dahlia Street, 
DROMANA VIC 3936",UNDER APPLICATION,3,1,2,House
"1/36 Hotham Road, 
SORRENTO VIC 3943",LEASED,3,2,1,House
"49 Rogerson Street, 
AVONDALE HEIGHTS VIC 3034",UNDER APPLICATION,3,1,2,House
"2/284-286 Neerim Rd, 
CARNEGIE VIC 3163",500-550,2,1,1,Apartment / Unit / Flat
"4/39 Cook Street, 
FLINDERS VIC 3929",LEASED,2,2,1,Apartment / Unit / Flat
"1-3/140 Evell Street, 
GLENROY VIC 3046",$500 - $650 Per Week,3,2,1,Townhouse
"903/23 Mackenzie Street, 
MELBOURNE VIC 3000",$580 per week FURNISHED,1,1, ,Apartment / Unit / Flat
"7/86-90 The Terrace, 
OCEAN GROVE VIC 3226",UNDER APPLICATION,3,2,2,Townhouse
"3/55 Seston Street, 
RESERVOIR VIC 3073",$500 to $550,2,2,1,Townhouse
"28/151 Fitzroy Street, 
ST KILDA VIC 3182",$550 Per Week,2,1,1,Apartment / Unit / Flat
"14 McCormack Avenue, 
ARMSTRONG CREEK VIC 3217",$525.00 per week,4,2,2,House
