Address,Prices,Bedroom,Bathroom,Parking,Type
"48a Jack Road, 
CHELTENHAM VIC 3192",$680.00,3,2,2,Townhouse
"45 Primrose Avenue, 
CHELTENHAM VIC 3192",$680 per week,3,2,2,Townhouse
"892 Heaths Lane, 
CLARKEFIELD VIC 3430",$680,4,2,2,House
"AP2.2/29 29 Browns Road, 
CLAYTON VIC 3168",$680 per week,2,2,1,New apartments / off the plan
"8 Parker Street, 
CLAYTON VIC 3168",$680 per week,4,2,1,House
"1/13 Lantana Street, 
CLAYTON VIC 3168",$680,3,2,2,Townhouse
"51 Springleaf Avenue, 
CLYDE NORTH VIC 3978",$680,4,2,2,House
"41 Meyer Crescent, 
CLYDE NORTH VIC 3978",$680,4,2,2,House
"23 Stock Street, 
COBURG VIC 3058",$680 Per Week,3,2,2,House
"4/78 Oxford Street, 
COLLINGWOOD VIC 3066",$680.00,2,1,1,Apartment / Unit / Flat
"52 Jacks Avenue, 
DINGLEY VILLAGE VIC 3172",$680.00,4,2,4,House
"42P/111 Merchant Street, 
DOCKLANDS VIC 3008",$680.00,2,2,1,Apartment / Unit / Flat
"2305/915 Collins Street, 
DOCKLANDS VIC 3008",$680 Per Week Fully Furnished,1,1, ,Apartment / Unit / Flat
"S708/231 Harbour Esplanade, 
DOCKLANDS VIC 3008",$680 per week,2,2,1,Apartment / Unit / Flat
"411/8 Pearl River Road, 
DOCKLANDS VIC 3008",$680 per week,2,1,1,Apartment / Unit / Flat
"1003/241 Harbour Esplanade, 
DOCKLANDS VIC 3008",$680 per week *Fully Furnished*,2,1,1,Apartment / Unit / Flat
"1509W/888 Collins Street, 
DOCKLANDS VIC 3008",$680,2,1,1,Apartment / Unit / Flat
"8/1A Dickens Street, 
ELWOOD VIC 3184",$680 pw,2,1,1,Apartment / Unit / Flat
"2/140 Deakin Street, 
ESSENDON VIC 3040",$680 PW / $2955 PCM,3,2,1,Townhouse
"69a Price Street, 
ESSENDON VIC 3040",$680 per week,3,2,2,House
