Address,Prices,Bedroom,Bathroom,Parking,Type
"48 Gladwyn Avenue, 
BENTLEIGH EAST VIC 3165",$920 pw,5,2,2,House
"2/11 Caleb Street, 
BENTLEIGH EAST VIC 3165",$920.00 per week,4,2,2,Townhouse
"10 The Glade, 
LANGWARRIN VIC 3910",$920,5,2,2,House
"3908/639 Lonsdale St, 
MELBOURNE VIC 3000",$920,2,1, ,Apartment / Unit / Flat
"1304/63 La Trobe Street, 
MELBOURNE VIC 3000",$920,2,2, ,Apartment / Unit / Flat
"1404/63 La Trobe Street, 
MELBOURNE VIC 3000",$920,2,2, ,Apartment / Unit / Flat
"4404/120 A'Beckett Street, Melbourne, VIC 3000, 
MELBOURNE VIC 3000",$920,3,2, ,Apartment / Unit / Flat
"6102/370 Queen Street, 
MELBOURNE VIC 3000",$920.00,2,2,1,Apartment / Unit / Flat
"169 John Liston Drive, 
NEWPORT VIC 3015",$920.00,4,2,2,House
"109A Bruce Street, 
PRESTON VIC 3072",$920.00,4,2,1,Townhouse
"618/14 David Street, 
RICHMOND VIC 3121",$920 pw FULLY FURNISHED,2,1,1,Apartment / Unit / Flat
"82 CREEDMORE DRIVE, 
RYE VIC 3941",$920 per week,4,2,11,House
"24 Coveside Avenue, 
SAFETY BEACH VIC 3936",$920 Per Week,3,2,2,House
"303/183 City Road, 
SOUTHBANK VIC 3006",$920pw - Stay 1 mth+,2,2,1,Apartment / Unit / Flat
"220/173 City Road, 
SOUTHBANK VIC 3006",$920.00,3,2,2,Apartment / Unit / Flat
"2/119 Westbury Street, 
BALACLAVA VIC 3183",$925 per week,3,1, ,House
"37 Elm Grove, 
BALACLAVA VIC 3183",$925 weekly,3,1,1,House
"47B Glenelg Drive, 
CLAYTON SOUTH VIC 3169",$925.00,4,3,2,Townhouse
"35/211 Wellington Parade South, 
EAST MELBOURNE VIC 3002",$925pw - Refurbished!,3,2,2,Apartment / Unit / Flat
"3/34 Victoria Street, 
ELSTERNWICK VIC 3185",$925 per week,4,1,1,Apartment / Unit / Flat
