Address,Prices,Bedroom,Bathroom,Parking,Type
"60 Links Street, 
LARA VIC 3212",$750.00,3,2,2,House
"Rear 21 Glenferrie Road, 
MALVERN VIC 3144",$750pw/$3259pcm,3,1,1,House
"2/17-19 Repton Road, 
MALVERN EAST VIC 3145",$750,3,2,2,Townhouse
"5 James Parade, 
MALVERN EAST VIC 3145",$750.00,3,1,2,House
"5 James Parade, 
MALVERN EAST VIC 3145",$750.00,3,1,2,House
"5813/228 La Trobe St, 
MELBOURNE VIC 3000",$750/W Unfurnished,2,1, ,Apartment / Unit / Flat
"2006/25 Therry Street, 
MELBOURNE VIC 3000",$750 per week,2,2, ,Apartment / Unit / Flat
"5E/635 St Kilda Rd, 
MELBOURNE VIC 3004",$750,2,2,1,Apartment / Unit / Flat
"134-160 Spencer Street, 
MELBOURNE VIC 3000",$750,2,1, ,Apartment / Unit / Flat
"602/539 St Kilda Road, 
MELBOURNE VIC 3004",$750 per week (Not furnished),2,2,1,Apartment / Unit / Flat
"1307/155 Franklin Street, 
MELBOURNE VIC 3000",$750 per week,2,1, ,Apartment / Unit / Flat
"2509/155 Franklin Street, 
MELBOURNE VIC 3000",$750 per week,2,1, ,Apartment / Unit / Flat
"2810/560 Lonsdale Street, 
MELBOURNE VIC 3000",$750.00,2,2, ,Apartment / Unit / Flat
"4508/80 A'beckett Street, 
MELBOURNE VIC 3000",$750 per week,2,2,1,Apartment / Unit / Flat
"1004/8 Bowen Crescent, 
MELBOURNE VIC 3004",$750,2,2,1,Apartment / Unit / Flat
"4909c/633 Little Lonsdale Street, 
MELBOURNE VIC 3000",$800 Per Week,2,2, ,Apartment / Unit / Flat
"1902/462 Elizabeth Street, 
MELBOURNE VIC 3000",$750 pw,2,2, ,Apartment / Unit / Flat
"2310/350 William Street, 
MELBOURNE VIC 3000",$750,2,2, ,Apartment / Unit / Flat
"1606/605 St Kilda Road, 
MELBOURNE VIC 3004",$750 Per Week,2,1,1,Apartment / Unit / Flat
"2308/87 Franklin Street, 
MELBOURNE VIC 3000",$750.00,2,1,1,Apartment / Unit / Flat
