Address,Prices,Bedroom,Bathroom,Parking,Type
"7/1 Clendon Road, 
ARMADALE VIC 3143",$390 per week,1,1,1,Apartment / Unit / Flat
"92 Neil Street, 
BELL POST HILL VIC 3215",$390 per week,3,1,3,House
"8/463 South Road, 
BENTLEIGH VIC 3204",$390,1,1,1,Apartment / Unit / Flat
"1/19 New Street, 
BRIGHTON VIC 3186",$390.00,1,1, ,Retirement Living
"2/138 New Street, 
BRIGHTON VIC 3186",$390,1,1,1,Apartment / Unit / Flat
"128 James Melrose Drive, 
BROOKFIELD VIC 3338",$390 per week / $1690 per month,4,2,2,House
"6/38 Mitchell Street, 
BRUNSWICK VIC 3056",$390 Weekly,1,1,1,Apartment / Unit / Flat
"11/1416 Plenty Road, 
BUNDOORA VIC 3083",$390 per week,2,1,2,Townhouse
"203/50 Janefield Drive, 
BUNDOORA VIC 3083","$390pw / $1,695",2,1,1,Apartment / Unit / Flat
"24B Orchid Avenue, 
CAPEL SOUND VIC 3940",$390/wk,2,2, ,Apartment / Unit / Flat
"609/740 Swanston Street, 
CARLTON VIC 3053",$390,1,1, ,Apartment / Unit / Flat
"504/73-81 Cardigan Street, 
CARLTON VIC 3053",$390.00,1,1, ,Apartment / Unit / Flat
"919/528 Swanston Street, 
CARLTON VIC 3053",$390 pw,1,1, ,Apartment / Unit / Flat
"10/230 Elgin Street, 
CARLTON VIC 3053",$390pw / $1695pcm,1,1, ,Studio
"407/1 Bouverie Street, 
CARLTON VIC 3053",$390pw / $1695pcm,1,1, ,Apartment / Unit / Flat
"725/488 Swanston Street, 
CARLTON VIC 3053",$390.00,2,1, ,Apartment / Unit / Flat
"Studio 5/502 Haughton Rd, 
CLAYTON SOUTH VIC 3169",$390, ,1,1,Apartment / Unit / Flat
"23 Hopkins Street, 
CORIO VIC 3214",$390.00,3,1,2,House
"6/34 Ann Street, 
DANDENONG VIC 3175",$390,2,1,1,Apartment / Unit / Flat
"1/2-4 Leonard Street, 
DANDENONG VIC 3175",$390 per week,2,1,1,Apartment / Unit / Flat
