Address,Prices,Bedroom,Bathroom,Parking,Type
"13 Findlay Avenue, 
ST LEONARDS VIC 3223",$470 Per Week,4,2,2,House
"59 Pearl Bay Passage, 
ST LEONARDS VIC 3223",$470 weekly,3,2,2,House
"13 Findlay Ave, 
ST LEONARDS VIC 3223",$470 weekly,4,2,2,House
"4 Wimbledon Boulevard, 
STRATHTULLOH VIC 3338",$470 Per Week,4,2,2,House
"2 Casey Avenue, 
SUNBURY VIC 3429",UNDER APPLICATION,3,1,1,House
"1/188 O'Shanassy Street, 
SUNBURY VIC 3429",$470,3,3,1,House
"1/44 Barkly Street, 
SUNBURY VIC 3429",$470 per week,2,2,1,Townhouse
"18/19 Overton Lea Boulevard, 
SYDENHAM VIC 3037",$470 pw,3,2,1,Townhouse
"13 Terracotta Avenue, 
TARNEIT VIC 3029",$470,4,2,2,House
"16 Tasman Court, 
TAYLORS HILL VIC 3037",$470,4,1,1,House
"4/7-9 Pine Street, 
THOMASTOWN VIC 3074",$470,2,1, ,Townhouse
"7/803 Malvern Road, 
TOORAK VIC 3142",$470 per week,1,1,2,House
"39 Highbury Road, 
TOOTGAROOK VIC 3941",$470.00 per week,3,1, ,House
"15 Elderwood Avenue, 
TRUGANINA VIC 3029",$470,3,2,1,House
"10 Petrolo Street, 
TRUGANINA VIC 3029",$470 per week,4,2,2,House
"21 Dobre Walk, 
TRUGANINA VIC 3029",$470 Per Week,3,2,2,House
"17 Dobre Walk, 
TRUGANINA VIC 3029",$470,3,2, ,House
"7 Amukta Road, 
TRUGANINA VIC 3029",$470 per week,3,2,2,House
"1/258 Melrose Drive, 
TULLAMARINE VIC 3043",$470 Per Week,3,2,1,Townhouse
"2 Muscat Place, 
WAURN PONDS VIC 3216",$470.00,3,1, ,House
