Address,Prices,Bedroom,Bathroom,Parking,Type
"304/543 Elizabeth Street, 
MELBOURNE VIC 3000",$1300 per week,3,3,2,Apartment / Unit / Flat
"3101/63 La Trobe Street, 
MELBOURNE VIC 3000",$1300 per week,3,2,1,Apartment / Unit / Flat
"5001a/260 Spencer Street, 
MELBOURNE VIC 3000",$1300 Per Week,3,2,1,Apartment / Unit / Flat
"6A Yacht Court, 
MORNINGTON VIC 3931",$1300pw,4,2,1,Townhouse
"2/45 Queen Street, 
ORMOND VIC 3204","$1,300 pw",4,3,2,Townhouse
"104/6 Fernhill Rd, 
SANDRINGHAM VIC 3191",$1300 per week -Furnished,3,2,2,Apartment / Unit / Flat
"36 Bayview Road, 
SEDDON VIC 3011","$1,300pw",4,3,1,House
"2106/18 Claremont Street, 
SOUTH YARRA VIC 3141","$1,300.00 per week",3,2,2,Apartment / Unit / Flat
"1505/25 Coventry Street, 
SOUTHBANK VIC 3006",$1300 Per Week,2,2,3,Apartment / Unit / Flat
"3210/7 Riverside Quay, 
SOUTHBANK VIC 3006","$1,300 per week",3,2,2,Apartment / Unit / Flat
"7406/70 Southbank Boulevard, 
SOUTHBANK VIC 3006","$1,300 per week",3,2,2,Apartment / Unit / Flat
"2G05/14-16 The Esplanade, 
ST KILDA VIC 3182","$1,300",2,2,1,Apartment / Unit / Flat
"2706/14-16 The Esplanade, 
ST KILDA VIC 3182","$1,300",1,1,1,Apartment / Unit / Flat
"3/29 Tintern Ave, 
TOORAK VIC 3142","$1,300.00",2,3,2,Apartment / Unit / Flat
"502/45 Nott Street, 
PORT MELBOURNE VIC 3207",$1302pw - Stay 1 mth+,2,1,1,Apartment / Unit / Flat
"29 Snowdon Avenue, 
CAULFIELD VIC 3162","$1,320 per week",4,2,2,House
"404/95 Buckley Street, 
MOONEE PONDS VIC 3039","$1,400",3,2,2,Apartment / Unit / Flat
"501/154 Chapel Street, 
ST KILDA VIC 3182",$1344pw - Stay 1 mth+,2,2,1,Apartment / Unit / Flat
"6 Greig Street, 
ALBERT PARK VIC 3206","$1,350.00",4,3,1,House
"460 Albion Street, 
BRUNSWICK WEST VIC 3055",$1350 pw Furnished,3,2,2,Townhouse
