Address,Prices,Bedroom,Bathroom,Parking,Type
"402/30 Wreckyn Street, 
NORTH MELBOURNE VIC 3051",$440 pw,1,1,1,Apartment / Unit / Flat
"1/1 Sylvester Street, 
OAK PARK VIC 3046","APPLICATION PENDING | $1,907 P.C.M",3,1,1,Apartment / Unit / Flat
"2/4 Karri Close, 
OCEAN GROVE VIC 3226",UNDER APPLICATION,2,1,1,Apartment / Unit / Flat
"2/10 Cooper Street, 
PRESTON VIC 3072",$440 per week,2,1,2,Villa
"26 Kirby St, 
RESERVOIR VIC 3073",$440 weekly,3,1,4,House
"73 Cuthbert Road, 
RESERVOIR VIC 3073",$440,3,1,1,House
"5/10-12 George Street, 
RESERVOIR VIC 3073",$440 Per Week,2,1,1,Apartment / Unit / Flat
"306/28 Burnley Street, 
RICHMOND VIC 3121",$440.00 per week,1,1,1,Apartment / Unit / Flat
"4 Akthar Avenue, 
ROCKBANK VIC 3335",$440 Per Week,4,2,1,House
"82 Wireless Drive, 
ROCKBANK VIC 3335","$440 PW / $1,912 PCM",2,1,2,Townhouse
"2005 Western Highway, 
ROCKBANK VIC 3335",$440pw,4,1,2,House
"45 Ashenden Square, 
ROSEBUD VIC 3939",$440,2,1,5,House
"161 Third Avenue, 
ROSEBUD VIC 3939",$440p/week,2,1,2,House
"2 Pearson Court, 
ROSEBUD VIC 3939",$440,3,1,2,House
"10 Richmond Terrace, 
ROXBURGH PARK VIC 3064",$440 PER WEEK,3,1,2,Townhouse
"5/157 Austin Road, 
SEAFORD VIC 3198",$440 PW,3,2,2,Apartment / Unit / Flat
"409/69-71 Stead Street, 
SOUTH MELBOURNE VIC 3205",$440 per week,1,1,1,Apartment / Unit / Flat
"308/35 Wilson Street, 
SOUTH YARRA VIC 3141",$440 per week,1,1, ,Apartment / Unit / Flat
"1606/109 Clarendon Street, 
SOUTHBANK VIC 3006",$440 per week,1,1, ,Apartment / Unit / Flat
"911/118 Kavanagh Street, 
SOUTHBANK VIC 3006",$440.00,1,1, ,Apartment / Unit / Flat
