Address,Prices,Bedroom,Bathroom,Parking,Type
"98 Fewster Road, 
HAMPTON VIC 3188",$1500 per week,4,3,2,House
"90 Wheatley Road, 
MCKINNON VIC 3204","$1,500.00",5,2,2,House
"1602/17 Spring Street, 
MELBOURNE VIC 3000","$1,500.00",2,2,1,Apartment / Unit / Flat
"2302/17 Spring Street, 
MELBOURNE VIC 3000","$1,500.00 Per Week",2,2,1,Apartment / Unit / Flat
"1/51 Beach Road, 
MENTONE VIC 3194",$1500 p.w,4,2,2,Townhouse
"62 Derby Street, 
MOONEE PONDS VIC 3039","$1,495",5,4,2,House
"27 Ian Street, 
NOBLE PARK VIC 3174","$1,500 mth INC GST + O/GS", ,1, ,Studio
"132A The Parade, 
OCEAN GROVE VIC 3226","$1,500.00",4,3,2,Townhouse
"70 Queens Road, 
PEARCEDALE VIC 3912",$1490 per week,4,2,4,House
"41/15 Beach St, 
PORT MELBOURNE VIC 3207","$1,500 per week FULLY FURNISHED",2,2,1,Townhouse
"207 Esplanade West, 
PORT MELBOURNE VIC 3207","$1,500 pw",4,3,2,Townhouse
"299 Highett St, 
RICHMOND VIC 3121","$1,500 weekly",3,2,2,House
"199 Moray Street, 
SOUTH MELBOURNE VIC 3205","$1,500",3,2,2,Townhouse
"32 Murphy Street, 
SOUTH YARRA VIC 3141","$1,500 per week",3,3,2,House
"2/67 Walsh Street, 
SOUTH YARRA VIC 3141",$1500 per week,2,1,1,Apartment / Unit / Flat
"2203/22 Dorcas Street, 
SOUTHBANK VIC 3006",$1500 per weekly,2,2,2,Apartment / Unit / Flat
"2805/14-16 The Esplanade, 
ST KILDA VIC 3182","$1,500",1,1,1,Apartment / Unit / Flat
"2705/14-16 The Esplanade, 
ST KILDA VIC 3182","$1,500",1,1,1,Apartment / Unit / Flat
HILLSIDE VIC 3037,$1529 pw Furnished,5,2,2,House
"30 Beaconsfield Parade, 
ALBERT PARK VIC 3206","$1,550.00",4,3,2,House
