Address,Prices,Bedroom,Bathroom,Parking,Type
"697 Lygon Street, 
PRINCES HILL VIC 3054",$800 pw,3,2,2,House
"1 Staysail Lane, 
SAFETY BEACH VIC 3936",$800 per week,3,2,2,Townhouse
"107 Rymer Avenue, 
SAFETY BEACH VIC 3936",$795 per week,4,2,2,Townhouse
"202/96 Pilgrim Street, 
SEDDON VIC 3011",$800pw,3,2,2,Apartment / Unit / Flat
"27/69 Dorcas Street, 
SOUTH MELBOURNE VIC 3205",$800.00,3,1,2,Apartment / Unit / Flat
"114 Palmerston Crescent, 
SOUTH MELBOURNE VIC 3205",$800 per week,2,1,1,House
"609/2-14 Albert Road, 
SOUTH MELBOURNE VIC 3205",$800/week,2,1,1,Apartment / Unit / Flat
"184 Pickles Street, 
SOUTH MELBOURNE VIC 3205",$800 per week,2,1,1,House
"108/68 Argo Street, 
SOUTH YARRA VIC 3141",$800,2,2,1,Apartment / Unit / Flat
"2101/3 Yarra Street, 
SOUTH YARRA VIC 3141",$800.00 per week,2,2,2,Apartment / Unit / Flat
"2a Nicholson Street, 
SOUTH YARRA VIC 3141",$800 weekly,2,1,1,Townhouse
"804/8 Garden St, 
SOUTH YARRA VIC 3141",$800.00,2,2,1,Apartment / Unit / Flat
"4701/70 Southbank Bvd, 
SOUTHBANK VIC 3006",$800,1,1, ,Apartment / Unit / Flat
"4003/18 Hoff Bvd., 
SOUTHBANK VIC 3006",Contact Agent,2,2, ,Apartment / Unit / Flat
"2910/241 City Road, 
SOUTHBANK VIC 3006",$800 per week,2,2,1,Apartment / Unit / Flat
"1908/118 Kavanagh Street, 
SOUTHBANK VIC 3006",$800 per week,2,2,1,Apartment / Unit / Flat
"3712/81 City Road, 
SOUTHBANK VIC 3006",$800.00,2,2,1,Apartment / Unit / Flat
"3303/133 City Road, 
SOUTHBANK VIC 3006",$800 per week,2,2,1,Apartment / Unit / Flat
"4801/45 Clarke Street, 
SOUTHBANK VIC 3006",$800 Per Week,2,2,1,Apartment / Unit / Flat
"6209/70 Southbank Boulevard, 
SOUTHBANK VIC 3006","$795pw - Furnished, great views and storage cage!",2,2,1,Apartment / Unit / Flat
