Address,Prices,Bedroom,Bathroom,Parking,Type
"37 Albion Street, 
BRUNSWICK EAST VIC 3057",$700 per week,3,2,2,Townhouse
"20 Melville Road, 
BRUNSWICK WEST VIC 3055",$700.00 pw,3,1,1,House
"2/218 Union Street, 
BRUNSWICK WEST VIC 3055",$695pw / $3020pcm,2,2,1,Townhouse
"16 Roycroft Avenue, 
BURNSIDE VIC 3023",$700.00 Per Week,6,3,2,House
"1/56 Station Street, 
BURWOOD VIC 3125",$700,4,3,4,Townhouse
"9/13-29 University Street, 
CARLTON VIC 3053",$700pw / $3042pcm,2,1,1,Apartment / Unit / Flat
"1204/139-145 Queensberry Street, 
CARLTON VIC 3053",$700 per week,2,2,1,Apartment / Unit / Flat
"279 Drummond Street, 
CARLTON VIC 3053",$700pw / $3042pcm,3,1, ,House
"1709/28-44 Bouverie Street, 
CARLTON VIC 3053",$700.00,2,2, ,Apartment / Unit / Flat
"381 Nicholson Street, 
CARLTON NORTH VIC 3054",$700.00,3,1, ,House
"1/6 Carnarvon Road, 
CAULFIELD NORTH VIC 3161",$695.00 per week,3,2,1,Townhouse
"1/8 Kelly Street, 
CHADSTONE VIC 3148",$750 per week,3,2,1,Townhouse
"29 Heather Grove, 
CHELTENHAM VIC 3192",$700,4,1,2,House
"29 Browns Road, 
CLAYTON VIC 3168",$700,3,3,2,Townhouse
"G05/2-8 Murray Street, 
CLAYTON VIC 3168",$700,3,2,1,Apartment / Unit / Flat
"12A McBean Street, 
CLAYTON VIC 3168",$700,3,2,2,Townhouse
"56B Bevan Avenue, 
CLAYTON SOUTH VIC 3169",$695.00,3,2,2,Townhouse
"203/139 Noone Street, 
CLIFTON HILL VIC 3068",$700 per week,2,2,1,Apartment / Unit / Flat
"14 Inclusion Road, 
CLYDE NORTH VIC 3978",$700.00,5,2,2,House
"15 Moorside Cres, 
CLYDE NORTH VIC 3978",$700 weekly,4,2,2,House
