Address,Prices,Bedroom,Bathroom,Parking,Type
"6/32 Macpherson Street, 
FOOTSCRAY VIC 3011",$395 per week,1,1,1,Apartment / Unit / Flat
"20 Wallangara Boulevard, 
HARKNESS VIC 3337",$395,4,2,2,House
"Level 1/130 Mount Street, 
HEIDELBERG VIC 3084",$395 per week,2,1, ,Apartment / Unit / Flat
"1 Maurice Street, 
HERNE HILL VIC 3218",$395 - per week - 6 month lease,3,1,2,House
"1/225 Mt Pleasant Road, 
HIGHTON VIC 3216",$395 per week,2,1,1,Apartment / Unit / Flat
"8/11 Bradshaw Street, 
KINGSBURY VIC 3083",$395.00,2,1,1,Apartment / Unit / Flat
"5 Kanimbla Drive, 
LALOR VIC 3075",$395,3,1,4,House
"3/105-117 Torbay Street, 
MACLEOD VIC 3085",$395 per week,2,1,2,Apartment / Unit / Flat
"19/12 Venice Street, 
MENTONE VIC 3194",$395,1,1, ,Apartment / Unit / Flat
"18/43 Haines Street, 
NORTH MELBOURNE VIC 3051",$395 pw,2,1, ,Apartment / Unit / Flat
"403/469 High Street, 
NORTHCOTE VIC 3070",$395 Per Week,1,1,1,Apartment / Unit / Flat
"1/77 Madeley Street, 
OCEAN GROVE VIC 3226",$395 per week,1,1,1,Apartment / Unit / Flat
"13/231A Point Lonsdale Road, 
POINT LONSDALE VIC 3225",$395 per week,2,1,1,Apartment / Unit / Flat
"39 Ocean Street, 
ROSEBUD VIC 3939",UNDER APPLICATION,3,1,1,House
"204/51 Garden Street, 
SOUTH YARRA VIC 3141",$395 pw,1,1, ,Apartment / Unit / Flat
"4/11 Park St, 
SOUTH YARRA VIC 3141",$395 weekly,1,1, ,Apartment / Unit / Flat
"204/33 Clarke Street, 
SOUTHBANK VIC 3006",$395 per week,1,1, ,Apartment / Unit / Flat
"111/40 Pakington St, 
ST KILDA VIC 3182",$395 weekly,1,1, ,Apartment / Unit / Flat
"3/16 Vale St, 
ST KILDA VIC 3182",$395 weekly,1,1,1,Apartment / Unit / Flat
"10/13 St Leonards Avenue, 
ST KILDA VIC 3182",$395 per week,1,1,1,Apartment / Unit / Flat
