Address,Prices,Bedroom,Bathroom,Parking,Type
"G10/11 Renver Road, 
CLAYTON VIC 3168",$590,2,2,1,Apartment / Unit / Flat
"46 Goleen Street, 
COBURG VIC 3058",$590,3,1,2,Townhouse
"46 Goleen Street, 
COBURG VIC 3058",$590,3,1,2,Townhouse
"46 Goleen Street, 
COBURG VIC 3058",$590,3,1,2,Townhouse
"46 Goleen Street, 
COBURG VIC 3058",$590,3,1,2,Townhouse
"4 Pepperbush Circuit, 
CRANBOURNE VIC 3977",$590 per week,4,2,2,House
"6 Berrima Court, 
CRANBOURNE NORTH VIC 3977",$590 per week | LEASED,4,2,2,House
"1/13 Orgill Street, 
DANDENONG VIC 3175",$590,4,1,2,Townhouse
"53 Hemsley Drive, 
DEER PARK VIC 3023",UNDER APPLICATION NO MORE OPENS,4,2,2,House
"3406/628 Flinders Street, 
DOCKLANDS VIC 3008",$590,1,1, ,Apartment / Unit / Flat
"1801S/889 Collins Street, 
DOCKLANDS VIC 3008",$690 / Week,2,2,1,Apartment / Unit / Flat
"1510/15 Doepel Way, 
DOCKLANDS VIC 3008",$590 per week,2,1,1,Apartment / Unit / Flat
"1/185 Ormond Road, 
ELWOOD VIC 3184",$590 Per Week,2,1, ,Apartment / Unit / Flat
"207/62-64 Station St, 
FAIRFIELD VIC 3078",$590 Per Week,2,2,1,Apartment / Unit / Flat
"501/338 Gore Street, 
FITZROY VIC 3065",$590,1,1,1,Apartment / Unit / Flat
"1904/6 Joseph Road, 
FOOTSCRAY VIC 3011",$590 Per Week,2,2,1,Apartment / Unit / Flat
"1410/4 Joseph Road, 
FOOTSCRAY VIC 3011",$590 PER WEEK,2,2,1,Apartment / Unit / Flat
"26 Hillcrest Road, 
FRANKSTON VIC 3199",$590 pw,3,2,4,House
"64 Armata Crescent, 
FRANKSTON NORTH VIC 3200",$590 Per Week,4,2,2,House
"4 Waratah Street, 
GLEN WAVERLEY VIC 3150",$590 Per Week,5,3,4,House
