Address,Prices,Bedroom,Bathroom,Parking,Type
"1.6/1045-1059 Heidelberg Road, 
IVANHOE VIC 3079",$430 per week,2,1,1,Apartment / Unit / Flat
"10 Tarrant Court, 
KEILOR DOWNS VIC 3038",$430 pw,3,1,2,House
"4 Tollhouse Rd, 
KINGS PARK VIC 3021",$430 weekly,3,1,2,House
"15 Wattlebird Drive, 
KURUNJANG VIC 3337",$430.00 per week,4,2,2,House
"42 Forest Road, 
LARA VIC 3212",$430 per week,2,1,1,House
"50 Darrambal Crescent, 
LEOPOLD VIC 3224",$430.00,3,1, ,House
"7/17 Golden Elm Way, 
LYNDHURST VIC 3975",$430 weekly,2,3,1,House
"7/804 Warrigal Road, 
MALVERN EAST VIC 3145",$430,2,1,2,Apartment / Unit / Flat
"105/68 Wests Road, 
MARIBYRNONG VIC 3032",$430.00 per week,1,1,1,Apartment / Unit / Flat
"303/368 Little Collins Street, 
MELBOURNE VIC 3000",$430 Per Week,1,1, ,Apartment / Unit / Flat
"611/408 Lonsdale Street, 
MELBOURNE VIC 3000",$430,1,1, ,Apartment / Unit / Flat
"3407/288 Spencer Street, 
MELBOURNE VIC 3000",$430.00,1,1, ,Studio
"208/422-428 Collins Street, 
MELBOURNE VIC 3000",$430 per week,1,1, ,Apartment / Unit / Flat
"394 Collins Street, 
MELBOURNE VIC 3000",$430,1,1, ,Apartment / Unit / Flat
"2105s/220 Spencer Street, 
MELBOURNE VIC 3000",$430 Per Week, ,1, ,Apartment / Unit / Flat
MELBOURNE VIC 3000,$430 per week,1,1, ,Apartment / Unit / Flat
"1311/31 A'Beckett Street, 
MELBOURNE VIC 3000",$430 per week,1,1, ,Apartment / Unit / Flat
"306/181 ABeckett Street, 
MELBOURNE VIC 3000",$430.00,1,1, ,Studio
"106/139 Bourke Street, 
MELBOURNE VIC 3000",$430 weekly,1,1, ,Apartment / Unit / Flat
"807/555 Flinders St, 
MELBOURNE VIC 3000",$430.00 Per Week.,1,1, ,Apartment / Unit / Flat
