Address,Prices,Bedroom,Bathroom,Parking,Type
"12a/101 Alma Road, 
ST KILDA VIC 3182",$560 pw,1,1,1,Apartment / Unit / Flat
"1/19 Cardigan Street, 
ST KILDA EAST VIC 3183",$560 pw,2,1,1,Apartment / Unit / Flat
"50 Blanche Street, 
ST LEONARDS VIC 3223",$560 per week,4,3, ,House
"479 Derrimut Road, 
TARNEIT VIC 3029",$560 per week,4,2,2,House
"16 Halo Street, 
TARNEIT VIC 3029",$560 Per Week,4,2,2,House
"69 Jindabyne Avenue, 
TAYLORS HILL VIC 3037","$560 PW ($2,433 PCM)",4,2,2,House
"2/26 Chappell Street, 
THOMASTOWN VIC 3074",$560 pw,3,1,2,Townhouse
"12/37 Clapham Street, 
THORNBURY VIC 3071",$560PW / $2433PCM,2,1,1,Apartment / Unit / Flat
"85 Madura Street, 
TRAVANCORE VIC 3032",$560 per week,2,1,2,House
"2 Kindee Way, 
TRUGANINA VIC 3029",$560 PER WEEK,4,2,2,House
"3 Beartooth Road, 
TRUGANINA VIC 3029",$560 PER WEEK,4,2,2,House
"2/21 Milton Street, 
WEST FOOTSCRAY VIC 3012",$560 Per Week,2,1,1,Apartment / Unit / Flat
"607/105 Batman Street, 
WEST MELBOURNE VIC 3003",$560 per week,1,1,1,Apartment / Unit / Flat
"1711/105 Batman Street, 
WEST MELBOURNE VIC 3003",$560 per week *Fully Furnished*,1,1, ,Apartment / Unit / Flat
"3 Wellwood Avenue, 
WILLIAMS LANDING VIC 3027",$560,4,2,2,House
"6 Limehouse Avenue, 
WOLLERT VIC 3750",$560 per week,3,2,2,House
"2/8 Goulburn Street, 
YARRAVILLE VIC 3013",$560,2,1, ,House
"4/103-105 Herbert Street, 
DANDENONG VIC 3175",$565 per week,4,3,2,Townhouse
"1608/81 South Wharf Drive, 
DOCKLANDS VIC 3008",$565 Per Week,1,1,1,Apartment / Unit / Flat
"2/6-8 Tollington Avenue, 
MALVERN EAST VIC 3145",$565,2,1,1,Apartment / Unit / Flat
