Address,Prices,Bedroom,Bathroom,Parking,Type
"11/77 Hotham Street, 
BALACLAVA VIC 3183",$370 pw,1,1,1,Apartment / Unit / Flat
"9/100 Grosvenor St, 
BALACLAVA VIC 3183",$370 weekly,1,1,1,Apartment / Unit / Flat
"1B Maple Crescent, 
BELL PARK VIC 3215",$370 pw,2,1,1,House
"48 Thorburn Street, 
BELL PARK VIC 3215",$370 pw,3,1,2,House
"5/27 Geach Street, 
BROADMEADOWS VIC 3047",$370,2,1,1,Apartment / Unit / Flat
"110B/1091 Plenty Road, 
BUNDOORA VIC 3083",$370pw / $1608pcm,1,1,1,Apartment / Unit / Flat
"2/34 Tranmere Avenue, 
CARNEGIE VIC 3163",$370 pw,1,1,1,Apartment / Unit / Flat
"4/9 Rosstown Road, 
CARNEGIE VIC 3163",$370 weekly,1,1,1,Apartment / Unit / Flat
"14/6 Tattenham Street, 
CAULFIELD EAST VIC 3145",$370 weekly,1,1,1,Apartment / Unit / Flat
"3A Dumburra Avenue, 
CLIFTON SPRINGS VIC 3222",$370 per week,3,1,2,Apartment / Unit / Flat
"5/27 Geach Street, 
DALLAS VIC 3047",$370,2,1,1,Apartment / Unit / Flat
"1/32 Clarence Street, 
ELSTERNWICK VIC 3185",$370.00,1,1,1,Apartment / Unit / Flat
"4/11 Downshire Road, 
ELSTERNWICK VIC 3185",$370 Per Week,1,1,1,Apartment / Unit / Flat
"111/110 Keilor Road, 
ESSENDON NORTH VIC 3041",$370pw/$1608pcm,1,1,1,Apartment / Unit / Flat
"20/57 Dover Street, 
FLEMINGTON VIC 3031",$370,1,1,1,Apartment / Unit / Flat
"1/37 Heatherhill Road, 
FRANKSTON VIC 3199",$370,2,1,1,Apartment / Unit / Flat
"53 West St, 
GLENROY VIC 3046",$370,2,1,1,House
"38 Vermont Parade, 
GREENSBOROUGH VIC 3088",$400pw,2,1,2,House
"5/25-29 Kays Avenue, 
HALLAM VIC 3803",$370 Per Week,2,1,1,Apartment / Unit / Flat
"24 Robertson Crescent, 
LAVERTON VIC 3028",$370 per week,3,1,1,House
