Address,Prices,Bedroom,Bathroom,Parking,Type
"7 Portobello Way, 
FRASER RISE VIC 3336",$500 per week,4,2,3,House
"12 Purple Road, 
FRASER RISE VIC 3336",$500 per week,4,2,2,House
"6 Manresh Mews, 
FRASER RISE VIC 3336",$500,4,2,2,House
"311 Moorabool Street, 
GEELONG VIC 3220",$500.00 per week,4,2, ,House
"78 Shannon Avenue, 
GEELONG WEST VIC 3218",$500,3,2,1,House
"44 Burnleigh Drive, 
GLADSTONE PARK VIC 3043",Under Application,4,1,1,House
"4/147 Neerim Road, 
GLEN HUNTLY VIC 3163",$500 per week,2,2,1,Apartment / Unit / Flat
"1/112 Cardinal Street, 
GLENROY VIC 3046",$500,3,2,1,Townhouse
"116 Melbourne Avenue, 
GLENROY VIC 3046","$500 pw / $2,173 pcm",3,1,2,House
"1-3/140 Evell Street, 
GLENROY VIC 3046",$500 - $650 Per Week,3,2,1,Townhouse
"29 Seggan Circle, 
GOWANBRAE VIC 3043",$500pw/$2173pcm,3,2,2,Townhouse
"38 Gowanbrae Drive, 
GOWANBRAE VIC 3043",$500 Per Week,3,2,1,House
"107/25-33 Grimshaw Street, 
GREENSBOROUGH VIC 3088",$500 per week,2,2,1,Apartment / Unit / Flat
"53 Davies Street, 
HADFIELD VIC 3046",$500 per week,3,1,1,House
"18 The Glade, 
HAMPTON PARK VIC 3976",$ 500 PER WEEK,3,2,2,House
"16 Redwood Avenue, 
HAMPTON PARK VIC 3976","$500pw | $2,173pcm",3,2,1,House
"10/91 Marine Parade, 
HASTINGS VIC 3915",$500,2,1,1,Apartment / Unit / Flat
"2/145 Cape Street, 
HEIDELBERG VIC 3084",$500,2,1,1,Apartment / Unit / Flat
"106/1 Powlett Street, 
HEIDELBERG VIC 3084",$500.00,2,2,1,Apartment / Unit / Flat
"307/40 Burgundy Street, 
HEIDELBERG VIC 3084",$500 Per Week,2,1,1,Apartment / Unit / Flat
