Address,Prices,Bedroom,Bathroom,Parking,Type
"190 Esplanade East, 
PORT MELBOURNE VIC 3207","$1,795.00",3,2,2,Apartment / Unit / Flat
"26-28 Riverside Terrace, 
BARWON HEADS VIC 3227","$1,800.00",5,2,4,House
"49 Kinane Street, 
BRIGHTON VIC 3186","$1,800.00",4,3,2,House
"13 Lysander Street, 
BRIGHTON EAST VIC 3187","$1,800.00",4,3,2,House
"198 South Road, 
BRIGHTON EAST VIC 3187","$1,800.00",4,3,4,House
"104/73 Flinders Lane, 
MELBOURNE VIC 3000",$1800 Per Week,3,2,2,Apartment / Unit / Flat
"162/461 St Kilda Road, 
MELBOURNE VIC 3004","$1,800.00",3,2,2,Apartment / Unit / Flat
"11 Alexandra Avenue, 
SOUTH YARRA VIC 3141",Under Application,6,2,2,House
"9 Copelen Street, 
SOUTH YARRA VIC 3141","$1,800",5,3,1,House
"7801/7 Riverside Quay, 
SOUTHBANK VIC 3006",$1800 per week,3,2,2,Apartment / Unit / Flat
"2401/163 City Road, 
SOUTHBANK VIC 3006","$1,800.00",3,3,2,Apartment / Unit / Flat
"288 Williams Road, 
TOORAK VIC 3142","$1,800.00",4,2,2,House
"7507/70 Southbank Boulevard, 
SOUTHBANK VIC 3006","$1,841",3,2,2,Apartment / Unit / Flat
"Orrong Road, 
ARMADALE VIC 3143","Month-by-month $1,850 pw",3,1,1,House
"322. St Kilda Street, 
BRIGHTON VIC 3186","$1,850.00",5,3,4,House
"714 Inkerman Road, 
CAULFIELD NORTH VIC 3161","$1,850 per week",4,2,2,House
"1806/368 St Kilda Road, 
MELBOURNE VIC 3004","$1,850",3,2,2,Apartment / Unit / Flat
"1301/17 Spring Street, 
MELBOURNE VIC 3000",$1850 Per Week,3,2,2,Apartment / Unit / Flat
"16 Chanak Street, 
MALVERN EAST VIC 3145","$1,900.00",4,3,2,House
"112 Harold St, 
MIDDLE PARK VIC 3206","$1,900 per week FULLY FURNISHED",4,3,2,House
