Address,Prices,Bedroom,Bathroom,Parking,Type
"1401/421 Docklands Drive, 
DOCKLANDS VIC 3008",$700 per week,2,2,1,Apartment / Unit / Flat
"1403N/883 Collins Street, 
DOCKLANDS VIC 3008",$700 Per Week,2,2,1,Apartment / Unit / Flat
"37A Monaco Parade, 
DROMANA VIC 3936",$695 per week,4,3,2,Townhouse
"10/98 Vale St, 
EAST MELBOURNE VIC 3002",$700 weekly,1,1, ,Apartment / Unit / Flat
"16 Marian Court, 
ELTHAM NORTH VIC 3095",$700,4,2,2,House
"1/22 Ormond Road, 
ELWOOD VIC 3184",$695 per week,2,2,1,Apartment / Unit / Flat
"6/5 Vautier Street, 
ELWOOD VIC 3184",$700 Per Week,2,1,1,Apartment / Unit / Flat
"2/161 Rathmines Street, 
FAIRFIELD VIC 3078",$700 Per Week,3,1,1,Apartment / Unit / Flat
"7/5 Spring Street, 
FITZROY VIC 3065",$700 pw // $3042 pcm,2,1,1,Apartment / Unit / Flat
"58 Newry Street, 
FITZROY NORTH VIC 3068",$700pw / $3042pcm,3,1, ,Terrace
"814/1 Moreland Street, 
FOOTSCRAY VIC 3011",$700 per week,3,2,2,Apartment / Unit / Flat
"9/92 Cowper Street, 
FOOTSCRAY VIC 3011",$700pw,3,2,2,Townhouse
"2/47A Nolan Street, 
FRANKSTON VIC 3199",$695 /wk,4,2,3,House
"4 Screen Street, 
FRANKSTON VIC 3199",$700,4,3,2,Townhouse
"9 Franklin Court, 
GLEN WAVERLEY VIC 3150",$700 per Week,4,2,1,House
"2/1 Abbot Court, 
GLEN WAVERLEY VIC 3150",$700,4,3,2,Townhouse
"2/9 Hinkler Road, 
GLEN WAVERLEY VIC 3150",$700,3,2,2,Apartment / Unit / Flat
"8 Henderson Court, 
GLEN WAVERLEY VIC 3150",$700,4,2,2,House
"1/27 Churchill Street, 
GLENROY VIC 3046",$700 pw,4,2,2,Apartment / Unit / Flat
"163 Bonds Lane, 
GREENVALE VIC 3059",$700 pw,4,3,2,House
