Address,Prices,Bedroom,Bathroom,Parking,Type
"2/21 Reaburn Avenue, 
ST ALBANS VIC 3021","$400 Per Week | $1,738 PCM",2,1,1,Apartment / Unit / Flat
"2/32 Branston Road, 
ST ALBANS VIC 3021",$400 per week,2,1,2,Apartment / Unit / Flat
"204/181 Fitzroy St, 
ST KILDA VIC 3182",$400 weekly,2,1, ,Apartment / Unit / Flat
"4/1 Ravens Grove, 
ST KILDA EAST VIC 3183",$400 per week,1,1, ,Apartment / Unit / Flat
"60 Unison Road, 
STRATHTULLOH VIC 3338",$400 per week,3,2,2,House
"1 Baritone Road, 
STRATHTULLOH VIC 3338",$400 per week,3,2,2,House
"4 Melba Avenu, 
SUNBURY VIC 3429",$400 per week,4,1,3,House
"20 La Perouse Close, 
SUNBURY VIC 3429",$400,3,1,2,House
"6/103-105 Pasley Street, 
SUNBURY VIC 3429",$400 per week,2,1,1,Apartment / Unit / Flat
"24 Melba Avenue, 
SUNBURY VIC 3429",$400,3,1,1,House
"6 Boreham Street, 
SUNSHINE VIC 3020",$400.00,3,1, ,House
"5 Jeff Court, 
SUNSHINE NORTH VIC 3020",$400.00,3,1,2,House
"25 Bangerang Avenue, 
SUNSHINE NORTH VIC 3020",$400,3,1,3,House
"7 Compton Parade, 
SUNSHINE NORTH VIC 3020",$400,2,1,2,House
"2/61 Mailey Street, 
SUNSHINE WEST VIC 3020",$400,2,1,1,Townhouse
"43/12 Pecks Road, 
SYDENHAM VIC 3037",$400 per week,3,1,1,Apartment / Unit / Flat
"11 Cottonfield Way, 
TARNEIT VIC 3029",$400,2,1,2,House
"29 Durack Circuit, 
TAYLORS HILL VIC 3037",$400 pw,3,2,2,Townhouse
"8 Durack Circuit, 
TAYLORS HILL VIC 3037",$400 per week,3,2,2,Townhouse
"12/51 Spring Street, 
THOMASTOWN VIC 3074",$400 PER WEEK,2,1,1,Apartment / Unit / Flat
