Address,Prices,Bedroom,Bathroom,Parking,Type
"112/80 Cheltenham Road, 
DANDENONG VIC 3175",$350,1,1,1,Apartment / Unit / Flat
"43/35 David Street, 
DANDENONG VIC 3175",$ 350 PER WEEK,2,1,1,Apartment / Unit / Flat
"9/60-62 Herbert Street, 
DANDENONG VIC 3175",$350 (LEASED),2,1,1,Apartment / Unit / Flat
"3/18 Canberra Ave, 
DANDENONG VIC 3175",$350,2,1, ,Apartment / Unit / Flat
"8/9 Gardiner Avenue, 
DANDENONG NORTH VIC 3175",$350 Per Week,1,1, ,Studio
DEER PARK VIC 3023,$350 per weekly,3,1,2,Apartment / Unit / Flat
"17/55 Buckley Street, 
ESSENDON VIC 3040",$350.00,1,1,1,Apartment / Unit / Flat
"8/90 Primrose St, 
ESSENDON VIC 3040",$350 weekly,2,1,1,Apartment / Unit / Flat
"1/16 Hampton Road, 
ESSENDON WEST VIC 3040",$350 pw,1,1, ,Apartment / Unit / Flat
"8/72 Rathmines Street, 
FAIRFIELD VIC 3078",$350,1,1,1,Apartment / Unit / Flat
"12/92 Perry Street, 
FAIRFIELD VIC 3078",$350 Per Week,1,1,1,Apartment / Unit / Flat
"8/77 Clauscen Street, 
FITZROY NORTH VIC 3068",$350pw/1521.00pcm,1,1,1,Apartment / Unit / Flat
"4/106 Ascot Vale Road, 
FLEMINGTON VIC 3031",$350 Per Week,1,1,1,Apartment / Unit / Flat
"613/59 Paisley Street, 
FOOTSCRAY VIC 3011",$350,1,1,1,Apartment / Unit / Flat
"512a/10 Droop Street, 
FOOTSCRAY VIC 3011",$350,1,1, ,Apartment / Unit / Flat
"325 Nepean Highway, 
FRANKSTON VIC 3199",$350 per week,1,1,1,Retirement Living
"6/10-12 Spray Street, 
FRANKSTON VIC 3199",$350 / wk,2,1,1,Apartment / Unit / Flat
"4/6 Birdwood Street, 
FRANKSTON VIC 3199",$350 per week,2,1,1,Apartment / Unit / Flat
"16A Sheridan Avenue, 
FRANKSTON VIC 3199",$350.00,2,1,1,House
"6 Aberdeen St, 
GEELONG WEST VIC 3218",$350,1,12,8,House
