Address,Prices,Bedroom,Bathroom,Parking,Type
"204/75 Flemington Road, 
NORTH MELBOURNE VIC 3051",$340 pw,1,1, ,Apartment / Unit / Flat
"417/3-11 High Street, 
NORTH MELBOURNE VIC 3051",$340 per week,1,1, ,Apartment / Unit / Flat
"5/10 Union Street, 
NORTHCOTE VIC 3070",$340.00,1,1,1,Apartment / Unit / Flat
"31 Gertrude Street, 
ST ALBANS VIC 3021",$340,2,1,3,House
"2/99 Power Street, 
ST ALBANS VIC 3021",$340.00,3,1,1,Apartment / Unit / Flat
"2/11 Conrad Street, 
ST ALBANS VIC 3021",$340 per week,2,1,1,Apartment / Unit / Flat
"11/14 Hutton Street, 
THORNBURY VIC 3071",$340.00 per week,1,1,1,Apartment / Unit / Flat
"2/803 Malvern Road, 
TOORAK VIC 3142",$340 per week,1,1,2,House
"6/247 Princes Highway, 
WERRIBEE VIC 3030",$340 per week,2,1, ,Apartment / Unit / Flat
"1/16 Kokaribb Rd, 
CARNEGIE VIC 3163",$345,1,1,1,Apartment / Unit / Flat
"2/6 Rix Street, 
HERNE HILL VIC 3218",$345 per week,1,1,1,Apartment / Unit / Flat
"8/184 Westgarth Street, 
NORTHCOTE VIC 3070",$345 per week,1,1,1,Apartment / Unit / Flat
"76 Westcott Parade, 
ROCKBANK VIC 3335",$345 PW Enquire Now!!,2,1,2,House
"341 Lower Plenty Road, 
VIEWBANK VIC 3084",$345 Per Week,2,1,2,House
"21-25 Powlett St, 
EAST MELBOURNE VIC 3002",Contact Agent,1,1,1,Apartment / Unit / Flat
"2/45 Station Street, 
FAIRFIELD VIC 3078",$349,1,1,1,Apartment / Unit / Flat
MELBOURNE VIC 3000,Leased,1,1, ,Apartment / Unit / Flat
"5/37 St Kinnord Street, 
ABERFELDIE VIC 3040",$350 per week,1,1,1,Apartment / Unit / Flat
"3/52 King Edward Avenue, 
ALBION VIC 3020",$350.00 per week,2,1,1,Apartment / Unit / Flat
"2/16 Forrest Street, 
ALBION VIC 3020","$350 PW / $1,521 PCM",2,1,1,Apartment / Unit / Flat
